site_id,name,account_id,status,size,installation_date,pto_date,address,city,state,zip,timezone,latitude,longitude,owner_id,fetch_id
1606,Weiss Residence,,,6.84,9/25/12,,,Harvard,MA,1451,America/New_York,42.5,-71.5833,,Weiss
1609,MLH 2,,,,9/28/12,,2650 N.E. 53rd Ave.,Gainesville,FL,32609,America/New_York,29.6516,-82.3248,,
1617,S-DLE Sun Farm,,,1.88,10/17/12,,10900 Euclid Ave,Cleveland,OH,44106,America/New_York,41.5073,-81.607,,S_DLE
1623,MLH 1,,,,10/5/12,,2650 N.E. 53rd Ave.,Gainesville,FL,32609,America/New_York,29.6516,-82.3248,,MLH
1630,Southard Residence,,,5.32,10/17/12,,,Tewksbury,MA,1876,America/New_York,42.3762,-71.1158,,Southard
1635,Haines Residence,,,8.64,10/1/12,,,Ashby,MA,,America/New_York,42.6778,-71.8208,,Haines
1636,Liu Residence - Acton,,,7.5,10/26/12,,,Acton,MA,,America/New_York,42.485,-71.4333,,Liu
1643,Menin Residence,,,5.76,10/24/12,,,Sterling,MA,,America/New_York,42.4374,-71.7606,,Menin
1644,Ritter Residence,,,,10/24/12,,,Bolton,MA,,America/New_York,42.4334,-71.6078,,Ritter
1661,Hoffman Residence,,,5.7,12/4/12,,,Harvard,MA,1451,America/New_York,42.5,-71.5833,,Hoffman
1662,Ed Dufresne,,,5,11/28/12,,,Lunenburg,MA,1462,America/New_York,42.5945,-71.7245,,Ed
1663,Gutfreund Residence,,,5,11/9/12,,,Acton,MA,1720,America/New_York,42.485,-71.4333,,Gutfreund
1664,Nickerson Residence,,,9.99,11/9/12,,,Harvard,MA,1451,America/New_York,42.5,-71.5833,,Nickerson
1665,Kleinschmidt Residence,,,3.92,11/9/12,,,Acton,MA,1720,America/New_York,42.485,-71.4333,,Kleinschmidt
1683,Fay Residence,,,5.13,11/20/12,,,Harvard,MA,1451,America/New_York,42.5,-71.5833,,Fay
1687,Bratko Residence,,,,11/15/12,,,Hubbardston,MA,1452,America/New_York,42.4737,-72.0062,,
1700,Teradyne NR,,,639.27,11/21/12,,500-700 River Park Drive,North reading,MA,1889,America/New_York,42.53823,-71.1035,,Teradyne
1701,Teradyne Building 600,,,197.95,11/21/12,,600 River Park Dr.,North reading,MA,1889,America/New_York,42.5556,-71.1345,,Teradyne
1702,Teradyne Building 700,,,210.93,11/21/12,,700 River Park Dr.,North reading,MA,1889,America/New_York,42.5569,-71.1366,,Teradyne
1703,Teradyne Building 500,,,230.4,11/21/12,,500 River Park Dr.,North reading,MA,1889,America/New_York,42.555,-71.1366,,Teradyne
1706,O'Sullivan Residence,,,9.25,12/14/12,,,Acton,MA,1720,America/New_York,42.485,-71.4333,,O_Sullivan
1728,Cady Residence,,,,12/14/12,,,Shirley,MA,1464,America/New_York,42.5437,-71.6495,,
1732,126 Grove Solar LLC,,,,7/1/13,,126 Grove St.,Franklin,MA,2038,America/New_York,42.707,-71.1631,,
1740,Prime Shine Carwash - Manteca,,,75.6,8/4/16,,,Manteca,CA,95337,America/Los_Angeles,42.707,-71.1631,,Prime
1745,Buck Brothers,,,76.44,10/3/16,,100 Riverlin St.,Millbury,MA,1527,America/New_York,42.707,-71.1631,,Buck
1748,Giombetti Realty Trust,,,29.4,1/18/13,,401 South St.,Marlborough,MA,1752,America/New_York,42.707,-71.1631,,Giombetti
1751,Cornerbrook Hillview,,,214.87,11/26/12,,11 Commercial Way,Milford,MA,1757,America/New_York,42.1405,-71.492,,Cornerbrook
1752,Cornerbrook Recall,,,76.44,1/12/13,,12 Commercial Way,Milford,MA,1757,America/New_York,42.1405,-71.492,,Cornerbrook
1753,O'Connell 259,,,15.44,12/27/12,,269 Brooks St.,Worcester,MA,1606,America/New_York,42.3228,-71.8002,,O_Connell
1754,O'Connell 261,,,22.05,12/27/12,,261 Brooks St.,Worcester,MA,1606,America/New_York,42.3221,-71.8,,O_Connell
1755,O'Connell Fire Protection 255,,,15.44,12/27/12,,255 Brooks St.,Worcester,MA,1606,America/New_York,42.322,-71.8,,O_Connell
1757,,,,,11/10/12,,4 Latti Farm Rd.,Millbury,MA,1527,America/New_York,42.2183,-71.7741,,Discover
1758,Four H Realty LLC,,,54.15,1/17/13,,51 Pullman St.,Worcester,MA,1606,America/New_York,42.3233,-71.799,,
1759,Flint Corp.,,,82.81,12/28/12,,10 Fortune Dr.,Billerica,MA,1821,America/New_York,42.5285,-71.2622,,Flint
1764,Harlow 2 Sunset,,,,1/3/13,,2 Sunset Road,Kingston,MA,2364,America/New_York,41.9933,-70.7284,,
1778,Petersen Residence,,,5,,,,Acton,MA,1720,America/New_York,42.485,-71.4333,,Petersen
1779,Donaldson Residence,,,5.13,3/30/13,,,Harvard,MA,1451,America/New_York,42.5,-71.5833,,Donaldson
1780,Rondeau Residence,,,6.08,6/24/13,,,Berlin,MA,1503,America/New_York,42.3812,-71.637,,Rondeau
1781,Harte Residence,,,7.98,1/9/13,,,Harvard,MA,1451,America/New_York,42.5,-71.5833,,Harte
1793,Toshiba - Devens,,,,1/15/13,,139 Walker Rd.,Shirley,MA,1464,America/New_York,42.536,-71.6139,,
1797,Toshiba - Agawam Landfill,,,,1/23/13,,365 Main St.,Agawam,MA,1001,America/New_York,42.0637,-72.6269,,
1799,Toshiba - Agawam Route 57,,,,1/23/13,,912 Shoemaker Lane,Agawam,MA,1030,America/New_York,42.6875,-71.1627,,
1819,DeValentine,,,,10/13/12,,2632 Kempton Rd.,Rio oso,CA,95674,America/Los_Angeles,38.9786,-121.5074,,
1821,Merberg Residence,,,6,1/22/13,,,Acton,MA,1720,America/New_York,42.485,-71.4333,,Merberg
1824,Drumheller Dryers - 40 HP,,,,1/31/13,,,Colusa,CA,95932,America/Los_Angeles,39.2143,-122.0094,,
1826,Drumheller Dryers - 75 hp,,,,1/26/13,,,Colusa,CA,95932,America/Los_Angeles,39.2143,-122.0094,,
1830,Feil Residence,,,6.27,2/4/13,,,Hudson,MA,1749,America/New_York,42.3918,-71.5662,,Feil
1833,,,,5,2/5/13,,,Acton,MA,1720,America/New_York,42.485,-71.4333,,K
1836,Toshiba - Holyoke,,,,11/18/12,,,Holyoke,MA,1040,America/New_York,42.2043,-72.6162,,
1850,Robichaud Residence,,,8.25,2/12/13,,,Marlborough,MA,1752,America/New_York,42.3459,-71.5523,,Robichaud
1877,SSG 74 Otis Street,,,82,2/20/13,,74 Otis St.,Westborough,MA,1581,America/New_York,42.2695,-71.6162,,SSG
1878,St. Catherine's School I,,,50,2/28/13,,6001 Grove Ave.,Richmond,VA,23226,America/New_York,37.5714,-77.5214,,St_
1881,Kerpelman Residence,,,5,2/21/13,,,Acton,MA,1720,America/New_York,42.4851,-71.4328,,Kerpelman
1892,Frankel Residence - Acton,,,4.5,2/26/13,,,Acton,MA,1720,America/New_York,42.4851,-71.4328,,Frankel
1915,Shappy Residence,,,30.4,3/13/13,,,Harvard,MA,,America/New_York,42.5,-71.5833,,Shappy
1924,SEP - CET,,,,3/21/13,,83 Warwick St.,Springfield,MA,1104,America/New_York,42.1015,-72.5898,,SEP
1927,Pyne Sand and Stone - Office,,,,3/28/13,,1 Lackey Dam Rd.,Douglass,MA,1516,America/New_York,42.707,-71.1631,,Pyne
1928,Easthampton High School,,,114.24,4/5/13,,70 Williston St.,Easthampton,MA,1027,America/New_York,42.2601,-72.671,,Easthampton
1937,Boston Properties - Test Site,,,,12/21/12,,,Boston,MA,,America/New_York,42.3584,-71.0598,,
1944,"Helix Electric, Inc.",,,,4/1/13,,6795 Flanders Dr.,San diego,CA,92121,America/Los_Angeles,32.8981,-117.2029,,Helix
1964,New Horizons Solar,,,123.84,4/18/13,,31101 Edward Ave,Madison heights,MI,48071,America/New_York,42.5213,-83.1023,,New
1982,Gois Solar One,,,993.08,4/18/13,,30 Sewell St.,Ashland,MA,1721,America/New_York,42.2471,-71.4238,,Gois
1988,Grafton Water District (Kearsarge),,,,10/3/13,,21 Follette St.,Grafton,MA,1519,America/New_York,42.707,-71.1631,,
1990,Mikkola Residence,,,4.41,4/19/13,,,Acton,MA,,America/New_York,42.485,-71.4333,,Mikkola
1991,Miles Residence,,,0.58,4/19/13,,,Acton,MA,,America/New_York,42.485,-71.4333,,Miles
1992,Ricci Residence,,,4.41,4/19/13,,,Shirley,MA,,America/New_York,42.5437,-71.6495,,Ricci
1993,Witherell Residence,,,6.63,4/19/13,,,Shirley,MA,,America/New_York,42.5437,-71.6495,,Witherell
1994,Colburn/Mirkovic Residence,,,4.5,4/19/13,,,Shirley,MA,,America/New_York,42.5437,-71.6495,,Colburn_Mirkovic
1995,Venti Residence,,,4.66,4/19/13,,,Shirley,MA,,America/New_York,42.5437,-71.6495,,Venti
2002,,,,534,5/13/13,,316 New Boston St.,Woburn,MA,1801,America/New_York,42.5222,-71.1488,,New
2007,Farmingdale State College,,,94.08,3/1/13,,2350 Broadhollow Road,Farmingdale,NY,11735,America/New_York,42.707,-71.1631,,Farmingdale
2010,Valley View School,,,181.44,7/29/13,,1665 Blackstone Blvd.,El dorado hills,CA,95762,America/Los_Angeles,42.707,-71.1631,,Valley
2014,American Plumbing and Heating,,,217.14,5/2/13,,1000 Cordwainer Dr.,Norwell,MA,2061,America/New_York,42.165,-70.8849,,American
2015,SED - EM Duggan,,,240.5,5/2/13,,142 Will Dr.,Canton,MA,2021,America/New_York,42.1428,-71.1225,,SED
2020,Borges - Dairy,,,,12/8/14,,8350 Brady Rd.,Manteca,CA,95337,America/Los_Angeles,42.707,-71.1631,,Borges
2026,SEP - NuPath,,,73.26,5/7/13,,147 New Boston St.,Woburn,MA,1801,America/New_York,42.5081,-71.1438,,SEP
2030,SSG 45 South Street - Phase 1,,,221,5/8/13,,45 South St.,Hopkinton,MA,1748,America/New_York,42.2097,-71.5467,,SSG
2033,Bradley Residence,,,3.92,5/13/13,,,Acton,MA,,America/New_York,42.485,-71.4333,,Bradley
2034,Bolte/Bein Residence,,,3.92,,,,Acton,MA,,America/New_York,42.485,-71.4333,,Bolte_Bein
2035,Hooley Residence,,,5.39,5/13/13,,,Acton,MA,,America/New_York,42.485,-71.4333,,Hooley
2036,Pumphrey/Treister Residence,,,10.29,6/3/13,,,Acton,MA,,America/New_York,42.485,-71.4333,,Pumphrey_Treister
2037,Kramer Residence,,,6.54,4/30/13,,,Concord,MA,,America/New_York,42.4603,-71.3494,,Kramer
2039,Riverbank Lofts LLC,,,259.6,6/3/13,,200 Riverside Ave.,New bedford,MA,2740,America/New_York,41.6673,-70.9204,,Riverbank
2047,Hunt Farm,,,,9/6/13,,249 Daniel Shays Hwy.,Orange,MA,1364,America/New_York,42.707,-71.1631,,
2053,Adams Farm,,,,10/10/13,,854 Bearsden Rd.,Athol,MA,1331,America/New_York,42.707,-71.1631,,
2061,202 High Street,,,,9/4/13,,202 High St.,Gardner,MA,1440,America/New_York,42.707,-71.1631,,
2062,DeChillo Residence,,,5.57,6/12/13,,7 Rockland St.,Swampscott,MA,1907,America/New_York,42.4687,-70.915,,
2063,Fener Residence,,,,6/7/13,,40 Tanglewood Rd.,Needham,MA,2494,America/New_York,42.2896,-71.2422,,
2070,140 Shrewsbury Street Realty Trust,,,60,12/18/12,,140 Shrewsbury St.,Boylston,MA,1505,America/New_York,42.3344,-71.7353,,140
2073,Ainor Signs Inc.,,,50.4,8/6/16,,5443 Stationers Way,Sacramento,CA,95842,America/Los_Angeles,42.707,-71.1631,,Ainor
2086,Franklin 1,,,,11/20/13,,929 Upper Union St.,Franklin,MA,2038,America/New_York,42.707,-71.1631,,
2108,SolrenView test Site 2,,,,11/2/10,,,,,,America/New_York,,,,
2115,Fite Residence - Berlin,,,9.81,6/12/13,,,Berlin,MA,,America/New_York,42.3811,-71.6375,,Fite
2124,Aubuchon Hardware,,,,6/14/13,,95 Aubuchon Dr.,Westminster,MA,1473,America/New_York,42.5515,-71.9177,,
2126,JFW - Carneros Hills,,,,4/22/13,,27000 Ramal Rd,Sonoma,CA,95476,America/Los_Angeles,38.2252,-122.3788,,
2134,Fairview Farms,,,,1/1/15,,345 Long Plain Rd.,Whately,MA,1373,America/New_York,42.707,-71.1631,,
2149,CONRAC - Logan Airport,,,,7/22/13,,20 Porter St.,Boston,MA,2128,America/New_York,42.707,-71.1631,,
2151,Boston North Technology Park,,,325,8/6/13,,110 Haverhill Rd,Amesbury,MA,1903,America/New_York,42.707,-71.1631,,Boston
2152,"Giguere Gymnastics, Inc",,,74.75,7/2/13,,148 Main St.,Cherry valley (leicester),MA,1524,America/New_York,42.2416,-71.8485,,Giguere
2153,Pyne Sand and Stone - Garage,,,,6/27/13,,1 Lackey Dam Rd.,Douglas,MA,1516,America/New_York,42.0881,-71.6955,,Pyne
2164,,,,,7/1/13,,257 Milford St.,Upton,MA,1568,America/New_York,42.1553,-71.5717,,
2170,Hearn Residence,,,,6/25/13,,,Acton,MA,,America/New_York,42.707,-71.1631,,Hearn
2175,Hubbardston Solar,,,2540.12,11/26/13,,95 Williamsville Rd.,Hubbardston,MA,1452,America/New_York,42.707,-71.1631,,Hubbardston
2177,Mattheis Residence,,,8.5,7/10/13,,,Marlborough,MA,,America/New_York,42.3459,-71.5523,,Mattheis
2178,Dana Residence,,,6.54,7/10/13,,,Westford,MA,,America/New_York,42.5793,-71.4378,,Dana
2191,Mansfield Auto Care,,,11.76,7/23/13,,27 Angell St.,Mansfield,MA,2048,America/New_York,42.707,-71.1631,,Mansfield
2197,SED - Honey Hill Farms II,,,48.38,7/31/13,,89 Hayden Rowe St.,Hopkinton,MA,1748,America/New_York,42.2187,-71.5157,,SED
2199,Service Truck Tire,,,324.87,8/2/13,,8 Latti Farm Rd.,Millbury,MA,1527,America/New_York,42.2165,-71.7749,,Service
2203,Westlake - 3043,,,168.48,7/23/16,,3043 Townsgate Rd.,Thousand oaks,CA,91361,America/Los_Angeles,42.707,-71.1631,,Westlake
2227,Uxbridge Solar LLC 1,,,1209.6,8/15/13,,500 W. Hartford Ave.,Uxbridge,MA,1569,America/New_York,42.0837,-71.6701,,Uxbridge
2228,Uxbridge Solar LLC 2,,,1209.6,8/15/13,,500 Hartford Avenue West,Uxbridge,MA,1569,America/New_York,42.0837,-71.6701,,Uxbridge
2229,Uxbridge Solar LLC 3,,,1209.6,8/15/13,,500 W. Hartford Ave.,Uxbridge,MA,1569,America/New_York,42.0837,-71.6701,,Uxbridge
2230,Bastarache/Nicholson Residence,,,7.85,8/6/13,,,Ashby,MA,1431,America/New_York,42.6773,-71.8187,,Bastarache_Nicholson
2235,B407,,,0.93,8/22/13,,43 Braod St. Suite B407,Hudson,MA,1749,America/New_York,42.3888,-71.5644,,
2236,Uxbridge Solar LLC,,,3628.8,8/15/13,,500 Hartford Avenue West,Uxbridge,MA,1569,America/New_York,42.0794,-71.678,,
2247,Woodrise Realty Trust,,,20.16,8/30/13,,27 Halmstad St.,Worcester,MA,1607,America/New_York,42.2302,-71.7962,,
2250,Mehserle Residence,,,4.5,9/23/18,,,Shirley,MA,,America/New_York,42.5437,-71.6495,,Mehserle
2253,Whatta View Realty Trust,,,,9/1/13,,,Grafton,MA,1519,America/New_York,42.1993,-71.6792,,Whatta
2261,SIESA,,,,9/1/13,,300m Este y 500m Norte del Restaurante Bacchus,Santa ana,SJ,10901,America/Chicago,9.9338513,-84.1785198,,SIESA
2263,Cornerbrook #3,,,,9/20/13,,13 Commercial Way,Milford,MA,1757,America/New_York,42.1405,-71.492,,Cornerbrook
2273,Frey Residence,,,11.04,9/11/13,,,Bolton,MA,1740,America/New_York,42.4352987,-71.6080009,,Frey
2286,SED - Michael Carter Lisnow Respite Center,,,,9/25/13,,112 Main St.,Hopkinton,MA,1748,America/New_York,42.2260845,-71.5285787,,SED
2289,Worden Residence,,,,12/18/12,,84 Academy Rd,North andover,MA,1845,America/New_York,42.6871265,-71.1140399,,Worden
2318,Suscavage Residence,,,7.35,10/8/13,,,Shirley,MA,1464,America/New_York,42.5721628,-71.6317359,,Suscavage
2319,Rivers Residence,,,6.9,9/25/13,,,Boxford,MA,1921,America/New_York,42.6763235,-71.014118,,Rivers
2330,HBS TATA Building,,,,12/18/13,,Harvard Way,Boston,MA,2138,America/New_York,42.366723,-71.1226826,,
2332,JETRO-PON 2484,,,902.52,10/1/13,,100 Oak Point Ave,Bronx,NY,10474,America/New_York,40.808366,-73.8980958,,JETRO_PON
2333,JETRO - PON 2156,,,654,10/1/13,,100 Oak Point Ave,Bronx,NY,10474,America/New_York,40.808366,-73.8980958,,JETRO
2335,Fernandes Residence,,,9.66,10/5/13,,,Westford,MA,,America/New_York,42.5775266,-71.4635159,,Fernandes
2354,Gold Key Storage,,,,8/5/16,,4040 Stage Ct.,Placerville,CA,95667,America/Los_Angeles,38.7009182,-120.8185321,,Gold
2356,Seidman Cancer Center Solar Array,,,,12/3/13,,11100 Euclid Ave.,Cleveland,OH,44106,America/New_York,41.5062405,-81.6053771,,Seidman
2360,Eastern Bank,,,,8/1/14,,195 Market St.,Lynn,MA,1901,America/New_York,42.460979,-70.9475035,,
2371,Harwood Engineering,,,56.05,11/7/13,,455 South St.,Walpole,MA,2081,America/New_York,42.147085,-71.251783,,
2379,SEP Pingree School - Athletic,,,,4/12/14,,537 Highland St.,South hamilton,MA,1982,America/New_York,42.6385834,-70.8810259,,SEP
2382,SEP Faith Community Church of Hopkinton (FCCH),,,,12/7/14,,146E Main St.,Hopkinton,MA,1748,America/New_York,42.2253402,-71.5292878,,SEP
2394,Franklin Phase 2 (aka KSFIVE),,,,12/27/13,,929 Upper Union Street,Franklin,MA,2093,America/New_York,42.0497377,-71.3943174,,
2419,Brown Residence,,,6.21,12/5/13,,,Westport,MA,2420,America/New_York,41.5700183,-71.0735476,,Brown
2426,Zhang/Hass Residence,,,,12/27/13,,,Acton,MA,1720,America/New_York,42.4836453,-71.4418101,,Zhang_Hass
2428,Green Mountain College,,,,12/5/13,,1 Brannan Circle,Poultney,VT,5764,America/New_York,43.51655,-73.24021,,
2435,Sparrow Enterprises,,,,12/12/13,,98R Condor Street,East boston,MA,2228,America/New_York,42.3835288,-71.0363122,,Sparrow
2437,Long Subaru,,,72.6,4/21/15,,9 Sutton Rd.,Webster,MA,1570,America/New_York,42.062725,-71.8579669,,Long
2458,Stonehill College Groundmount,,,,7/10/14,,405 Washington St.,Easton,MA,2334,America/New_York,42.059104,-71.089157,,
2460,,,,,12/18/13,,111 Randolph Rd.,Worcester,MA,1606,America/New_York,42.2981144,-71.7980429,,
2463,South Street Solar LLC 3,,,,12/6/13,,South St.,Andover,MA,1810,America/New_York,42.6017155,-71.1798104,,
2464,South Street Solar LLC 2,,,,12/19/13,,South St.,Andover,MA,1810,America/New_York,42.6017155,-71.1798104,,
2465,South Street Solar LLC 1,,,,1/6/14,,South St.,Andover,MA,1810,America/New_York,42.6017155,-71.1798104,,
2473,,,,1259.06,,,,,,,,,,,Fall
2474,,,,,,,,,,,,,,,Fall
2475,,,,,,,,,,,,,,,Fall
2476,,,,126.56,,,,,,,,,,,Fall
2481,Dampney Everett,,,,12/23/13,,85 Paris St.,Everett,MA,2149,America/New_York,42.4014797,-71.0560446,,
2482,9 North Main Street LLC,,,,11/11/13,,9 N. Main St.,Bellingham,MA,2019,America/New_York,42.088011,-71.474661,,
2483,PWRR Southbridge System 2,,,,12/23/13,,75 Hammond St.,Worcester,MA,1610,America/New_York,42.2517985,-71.8102296,,
2484,PWRR Southbridge System 1,,,,1/7/14,,75 Hammond St.,Worcester,MA,1610,America/New_York,42.2517985,-71.8102296,,
2485,SSG 45 South Street - Phase 2,,,97.5,12/23/13,,45 South St.,Hopkinton,MA,1748,America/New_York,42.209715,-71.54668,,SSG
2494,"FUJIFILM Recording Media U.S.A., Inc.",,,570.35,12/20/13,,45 Crosby Drive,Bedford,MA,,America/New_York,42.49065,-71.276169,,FUJIFILM
2496,Ancom Custom Cabinets,,,,12/26/13,,22 Bryan Way,Ayer,MA,1432,America/New_York,42.5666055,-71.5326427,,
2499,Clean Energy Service,,,259.44,12/6/13,,358 Faunce Corner Rd.,N. dartmouth,MA,2747,America/New_York,41.6629124,-70.991255,,Clean
2500,Quincy Heights - 231-233 Quincy St.,,,,12/9/14,,231 - 233 Quincy St.,Boston,MA,2121,America/New_York,42.31226,-71.0736499,,
2501,Rockland Landfill,,,,12/27/13,,800 Beach Street,Rockland,MA,2370,America/New_York,42.13,-70.91,,
2503,PWRR Forgotten Yard,,,,2/4/14,,1 South Gate Street - Pole #1,Worcester,MA,1610,America/New_York,42.2485975,-71.8103981,,
2511,Iowa State Fairgrounds Varied Industries Building,,,62.99,1/5/14,,3000 East Grand Ave.,Des moines,IA,50317,America/Chicago,41.5951983,-93.5509306,,Iowa
2516,7 Central Street,,,,11/30/13,,7 Central St.,Arlington,MA,2476,America/New_York,42.4166246,-71.1562238,,
2517,Fall River Innovation LLC,,,,1/8/14,,Innovation Way,Fall river,MA,2720,America/New_York,41.7558215,-71.0962907,,
2520,Old Time Sports 2,,,,1/23/14,,10 Fanaras Dr.,Salisbury,MA,1952,America/New_York,42.856385,-70.887891,,Old
2529,Solana Ranch Elementary,,,,2/25/14,,13605 Pacific Highlands Ranch,San diego,CA,92130,America/Los_Angeles,32.9637053,-117.1955855,,Solana
2533,Classic Furniture,,,,1/14/14,,90 Hayward St.,Franklin,MA,2038,America/New_York,42.0845945,-71.4098057,,
2538,Ali's(2538),,,,1/1/17,,,Lawrence,MA,2364,America/New_York,42.7070354,-71.1631137,,
2543,,,,4000.55,,,,,,,,,,,Brimfield
2545,,,,,,,,,,,,,,,Shaw_s
2549,Smith Residence - Northborough,,,5.23,2/4/14,,,Northborough,MA,1532,America/New_York,42.3197933,-71.6423322,,
2550,Howe Residence,,,9.05,1/22/14,,,Stow,MA,1775,America/New_York,42.4195323,-71.5130445,,Howe
2555,Parsons - 35 Lyman System 1,,,,1/28/14,,35 Lyman St.,Northborough,MA,1532,America/New_York,42.3180105,-71.611895,,Parsons
2556,Parsons - 35 Lyman System 2,,,,1/27/14,,35 Lyman St.,Northborough,MA,1532,America/New_York,42.3180105,-71.611895,,Parsons
2557,Parsons - 35 Lyman System 3,,,,1/27/14,,35 Lyman St.,Northborough,MA,1532,America/New_York,42.3180105,-71.611895,,Parsons
2558,Forrestall Charlton LLC,,,997.7,1/20/14,,Lot 1 Bay Path Rd.,Charlton,MA,1507,America/New_York,42.1484287,-71.9242395,,Forrestall
2559,Flair One,,,,11/1/13,,5 Bay Path Rd.,Charlton,MA,1507,America/New_York,42.1486198,-71.9238186,,Flair
2574,Bloomington - Phase 1,,,37.44,6/28/16,,18028 Valley Blvd.,Bloomington,CA,92316,America/Los_Angeles,34.0708746,-117.4110073,,Bloomington
2579,Moseley Corp.,,,,2/6/14,,31 Hayward St.,Franklin,MA,2038,America/New_York,42.0828353,-71.4104551,,
2580,South Street Solar LLC,,,,12/13/13,,South St.,Andover,MA,1810,America/New_York,42.6017155,-71.1798104,,
2588,Schaffner Residence,,,8.18,2/10/14,,,Concord,MA,1742,America/New_York,42.4527187,-71.3705616,,
2590,SED Stonehill Barn Pole 2,,,,2/11/14,,405 Washington St.,Easton,MA,2356,America/New_York,42.059104,-71.089157,,SED
2591,Shore Residence,,,6.87,2/12/14,,,Waltham,MA,2451,America/New_York,42.3971065,-71.2598997,,
2592,Lumber Street Auto Repair,,,,2/18/14,,26 Lumber St.,Hopkinton,MA,1748,America/New_York,42.212978,-71.5425821,,Lumber
2600,Crestview Condominiums,,,,1/20/15,,147 Turner Rd.,Holliston,MA,1746,America/New_York,42.231766,-71.4343427,,Crestview
2605,Naumes - Olivehurst,,,,5/9/14,,3792 Feather River Blvd.,Olivehurst,CA,95961,America/Los_Angeles,39.0637964,-121.5808139,,Naumes
2606,American Alarm,,,23.5,3/28/14,,297 Broadway,Arlington,MA,2474,America/New_York,42.414216,-71.1491452,,
2607,15 Central Street Associates,,,,5/8/14,,15 Central St.,Andover,MA,1810,America/New_York,42.6558466,-71.1417404,,
2608,JP Sullivan,,,,2/21/14,,50 Barnum Rd.,Ayer,MA,1432,America/New_York,42.5511879,-71.5750242,,
2609,Moskal Residence,,,9.5,2/25/14,,,Merrimac,MA,1860,America/New_York,42.8340582,-71.0005509,,
2610,San Antonio School District,,,,2/25/14,,67550 Lockwood-Jolon Rd.,Lockwood,CA,93932,America/Los_Angeles,35.943377,-121.083262,,
2611,Fossey Residence,,,,2/17/14,,,Northborough,MA,1532,America/New_York,42.3197933,-71.6423322,,
2612,Slota Residence,,,5.23,2/25/14,,,Webster,MA,1570,America/New_York,42.0542919,-71.845274,,
2613,28 Hastings - D,,,109.76,2/26/14,,28 Hastings St.,Mendon,MA,1756,America/New_York,42.103126,-71.556438,,28
2616,SED Stonehill Barn Pole 3,,,,2/26/14,,420 Washington St.,Easton,MA,2357,America/New_York,42.0583093,-71.0865679,,SED
2618,SEP Bethany Community Church,,,,3/4/14,,15 Cape Rd.,Mendon,MA,1756,America/New_York,42.100261,-71.5043728,,SEP
2627,Tanner Electric Cooperative,,,,7/26/16,,45710 S.E North Bend Way,North bend,WA,98045,America/Los_Angeles,47.4709566,-121.7302706,,Tanner
2628,Camp Bow Wow,,,61.74,3/30/14,,244 Maple St.,Bellingham,MA,2019,America/New_York,42.1010036,-71.4474222,,Camp
2637,Old Time Sports 1,,,,1/20/14,,10 Fanaras Dr.,Salsbury,MA,1952,America/New_York,42.856385,-70.887891,,Old
2643,Golden Residence,,,,3/12/14,,,Needham,MA,2492,America/New_York,42.2748016,-71.2458436,,
2648,HBS Morgan,,,,3/17/14,,"Morgan Hall, Harvard University, Western Ave.",Boston,MA,2138,America/New_York,42.3655147,-71.1221412,,
2649,Baylor School,,,,5/14/14,,171 Baylor School Drive,Chattanooga,TN,37405,America/New_York,35.0863538,-85.3376483,,
2651,Sonnichsen Residence,,,,3/20/14,,,Stow,MA,1775,America/New_York,42.4195323,-71.5130445,,
2652,Chalupka Residence,,,11.77,3/20/14,,,Oxford,MA,1540,America/New_York,42.1170386,-71.8647212,,
2653,Tremelling Residence,,,14.72,3/20/14,,,Berlin,MA,1503,America/New_York,42.3821508,-71.6317359,,
2654,Lumber Street Auto Repair - Phase 2,,,,7/1/16,,26 Lumber St.,Hopkinton,MA,1748,America/New_York,42.212978,-71.5425821,,
2658,Chamisal Creek,,,658.44,7/26/16,,1253 Cortina School Rd.,Arbuckle,CA,95912,America/Los_Angeles,39.0341618,-122.1537439,,Chamisal
2660,Brookdale Mill,,,,3/15/14,,860 West Central Street,Franklin,MA,2038,America/New_York,42.0902946,-71.4329512,,Brookdale
2661,Shurtleff / Levasseur Residence,,,12.75,3/27/14,,,Wareham,MA,2571,America/New_York,41.766258,-70.704952,,Shurtleff
2665,Duhame Residence,,,5.89,3/27/14,,,Bolton,MA,1740,America/New_York,42.4352987,-71.6080009,,
2666,Khosraviani Residence,,,5.89,3/27/14,,11 Woodcliffe Road,Lexington,MA,2420,America/New_York,42.4270121,-71.2445211,,
2668,Taylor / Taylor-Kennedy Residence,,,4.02,3/27/14,,,Bolton,MA,1740,America/New_York,42.4352987,-71.6080009,,
2669,Reska Residence,,,9.81,3/27/14,,,Wakefield,MA,1880,America/New_York,42.5039395,-71.0723391,,Reska
2673,Big Bear Lake Maintenance Yard,,,,3/30/14,,42040 Garstin Dr.,Big bear lake,CA,92315,America/Los_Angeles,34.2453091,-116.8848457,,Big
2676,Cheshire 126kW,,,,4/1/14,,6931 N.W. 22nd St.,Gainesville,FL,32653,America/New_York,29.718297,-82.353657,,
2677,Silber 2 157.5kW,,,,4/6/14,,901 N.W. 8th Ave.,Gainesville,FL,32601,America/New_York,29.6588686,-82.3345918,,
2678,Silber 1 84kW,,,,4/6/14,,14 S. Main St.,Gainesville,FL,32601,America/New_York,29.651418,-82.325462,,
