site_id,activationDate,city,csv_name,latitude,line1,longitude,name,postal,state,timezone
1706,2012-12-14,Acton,O_Sullivan,42.485,,-71.4333,O'Sullivan Residence,1720.0,MA,-5:00
1728,2012-12-14,Shirley,,42.5437,,-71.6495,Cady Residence,1464.0,MA,-5:00
1732,2013-07-01,Franklin,,42.707,126 Grove St.,-71.1631,126 Grove Solar LLC,2038.0,MA,-5:00
1740,2016-08-04,Manteca,Prime,42.707,,-71.1631,Prime Shine Carwash - Manteca,95337.0,CA,-8:00
1745,2016-10-03,Millbury,Buck,42.707,100 Riverlin St.,-71.1631,Buck Brothers,1527.0,MA,-5:00
1748,2013-01-18,Marlborough,Giombetti,42.707,401 South St.,-71.1631,Giombetti Realty Trust,1752.0,MA,-5:00
1751,2012-11-26,Milford,Cornerbrook,42.1405,11 Commercial Way,-71.492,Cornerbrook Hillview,1757.0,MA,-5:00
1752,2013-01-12,Milford,Cornerbrook,42.1405,12 Commercial Way,-71.492,Cornerbrook Recall,1757.0,MA,-5:00
1753,2012-12-27,Worcester,O_Connell,42.3228,269 Brooks St.,-71.8002,O'Connell 259,1606.0,MA,-5:00
1754,2012-12-27,Worcester,O_Connell,42.3221,261 Brooks St.,-71.8,O'Connell 261,1606.0,MA,-5:00
1755,2012-12-27,Worcester,O_Connell,42.321999999999996,255 Brooks St.,-71.8,O'Connell Fire Protection 255,1606.0,MA,-5:00
1757,2012-11-10,Millbury,Discover,42.2183,4 Latti Farm Rd.,-71.7741,,1527.0,MA,-5:00
1758,2013-01-17,Worcester,,42.3233,51 Pullman St.,-71.79899999999999,Four H Realty LLC,1606.0,MA,-5:00
1759,2012-12-28,Billerica,Flint,42.5285,10 Fortune Dr.,-71.2622,Flint Corp.,1821.0,MA,-5:00
1764,2013-01-03,Kingston,,41.9933,2 Sunset Road,-70.7284,Harlow 2 Sunset,2364.0,MA,-5:00
1778,0000-00-00,Acton,Petersen,42.485,,-71.4333,Petersen Residence,1720.0,MA,-5:00
1779,2013-03-30,Harvard,Donaldson,42.5,,-71.5833,Donaldson Residence,1451.0,MA,-5:00
1780,2013-06-24,Berlin,Rondeau,42.3812,,-71.637,Rondeau Residence,1503.0,MA,-5:00
1781,2013-01-09,Harvard,Harte,42.5,,-71.5833,Harte Residence,1451.0,MA,-5:00
1793,2013-01-15,Shirley,,42.536,139 Walker Rd.,-71.6139,Toshiba - Devens,1464.0,MA,-5:00
1797,2013-01-23,Agawam,,42.0637,365 Main St.,-72.6269,Toshiba - Agawam Landfill,1001.0,MA,-5:00
1799,2013-01-23,Agawam,,42.6875,912 Shoemaker Lane,-71.1627,Toshiba - Agawam Route 57,1030.0,MA,-5:00
1819,2012-10-13,Rio oso,,38.9786,2632 Kempton Rd.,-121.5074,DeValentine,95674.0,CA,-8:00
1821,2013-01-22,Acton,Merberg,42.485,,-71.4333,Merberg Residence,1720.0,MA,-5:00
1824,2013-01-31,Colusa,,39.2143,,-122.0094,Drumheller Dryers - 40 HP,95932.0,CA,-8:00
1826,2013-01-26,Colusa,,39.2143,,-122.0094,Drumheller Dryers - 75 hp,95932.0,CA,-8:00
1830,2013-02-04,Hudson,Feil,42.3918,,-71.5662,Feil Residence,1749.0,MA,-5:00
1833,2013-02-05,Acton,K,42.485,,-71.4333,,1720.0,MA,-5:00
1836,2012-11-18,Holyoke,,42.2043,,-72.6162,Toshiba - Holyoke,1040.0,MA,-5:00
1850,2013-02-12,Marlborough,Robichaud,42.3459,,-71.5523,Robichaud Residence,1752.0,MA,-5:00
1877,2013-02-20,Westborough,SSG,42.2695,74 Otis St.,-71.6162,SSG 74 Otis Street,1581.0,MA,-5:00
1878,2013-02-28,Richmond,St_,37.5714,6001 Grove Ave.,-77.5214,St. Catherine's School I,23226.0,VA,-5:00
1881,2013-02-21,Acton,Kerpelman,42.4851,,-71.4328,Kerpelman Residence,1720.0,MA,-5:00
1892,2013-02-26,Acton,Frankel,42.4851,,-71.4328,Frankel Residence - Acton,1720.0,MA,-5:00
1915,2013-03-13,Harvard,Shappy,42.5,,-71.5833,Shappy Residence,,MA,-5:00
1924,2013-03-21,Springfield,SEP,42.1015,83 Warwick St.,-72.5898,SEP - CET,1104.0,MA,-5:00
1927,2013-03-28,Douglass,Pyne,42.707,1 Lackey Dam Rd.,-71.1631,Pyne Sand and Stone - Office,1516.0,MA,-5:00
1928,2013-04-05,Easthampton,Easthampton,42.2601,70 Williston St.,-72.671,Easthampton High School,1027.0,MA,-5:00
1937,2012-12-21,Boston,,42.3584,,-71.0598,Boston Properties - Test Site,,MA,-5:00
1944,2013-04-01,San diego,Helix,32.8981,6795 Flanders Dr.,-117.2029,"Helix Electric, Inc.",92121.0,CA,-8:00
1964,2013-04-18,Madison heights,New,42.5213,31101 Edward Ave,-83.1023,New Horizons Solar,48071.0,MI,-5:00
1982,2013-04-18,Ashland,Gois,42.2471,30 Sewell St.,-71.4238,Gois Solar One,1721.0,MA,-5:00
1988,2013-10-03,Grafton,,42.707,21 Follette St.,-71.1631,Grafton Water District (Kearsarge),1519.0,MA,-5:00
1990,2013-04-19,Acton,Mikkola,42.485,,-71.4333,Mikkola Residence,,MA,-5:00
1991,2013-04-19,Acton,Miles,42.485,,-71.4333,Miles Residence,,MA,-5:00
1992,2013-04-19,Shirley,Ricci,42.5437,,-71.6495,Ricci Residence,,MA,-5:00
1993,2013-04-19,Shirley,Witherell,42.5437,,-71.6495,Witherell Residence,,MA,-5:00
1994,2013-04-19,Shirley,Colburn_Mirkovic,42.5437,,-71.6495,Colburn/Mirkovic Residence,,MA,-5:00
1995,2013-04-19,Shirley,Venti,42.5437,,-71.6495,Venti Residence,,MA,-5:00
2002,2013-05-13,Woburn,New,42.5222,316 New Boston St.,-71.1488,,1801.0,MA,-5:00
2007,2013-03-01,Farmingdale,Farmingdale,42.707,2350 Broadhollow Road,-71.1631,Farmingdale State College,11735.0,NY,-5:00
2010,2013-07-29,El dorado hills,Valley,42.707,1665 Blackstone Blvd.,-71.1631,Valley View School,95762.0,CA,-8:00
2014,2013-05-02,Norwell,American,42.165,1000 Cordwainer Dr.,-70.8849,American Plumbing and Heating,2061.0,MA,-5:00
2015,2013-05-02,Canton,SED,42.1428,142 Will Dr.,-71.1225,SED - EM Duggan,2021.0,MA,-5:00
2020,2014-12-08,Manteca,Borges,42.707,8350 Brady Rd.,-71.1631,Borges - Dairy,95337.0,CA,-8:00
2026,2013-05-07,Woburn,SEP,42.5081,147 New Boston St.,-71.1438,SEP - NuPath,1801.0,MA,-5:00
2030,2013-05-08,Hopkinton,SSG,42.2097,45 South St.,-71.5467,SSG 45 South Street - Phase 1,1748.0,MA,-5:00
2033,2013-05-13,Acton,Bradley,42.485,,-71.4333,Bradley Residence,,MA,-5:00
2034,0000-00-00,Acton,Bolte_Bein,42.485,,-71.4333,Bolte/Bein Residence,,MA,-5:00
2035,2013-05-13,Acton,Hooley,42.485,,-71.4333,Hooley Residence,,MA,-5:00
2036,2013-06-03,Acton,Pumphrey_Treister,42.485,,-71.4333,Pumphrey/Treister Residence,,MA,-5:00
2037,2013-04-30,Concord,Kramer,42.4603,,-71.3494,Kramer Residence,,MA,-5:00
2039,2013-06-03,New bedford,Riverbank,41.6673,200 Riverside Ave.,-70.9204,Riverbank Lofts LLC,2740.0,MA,-5:00
2061,2013-09-04,Gardner,,42.707,202 High St.,-71.1631,202 High Street,1440.0,MA,-5:00
2062,2013-06-12,Swampscott,,42.4687,7 Rockland St.,-70.915,DeChillo Residence,1907.0,MA,-5:00
2063,2013-06-07,Needham,,42.2896,40 Tanglewood Rd.,-71.2422,Fener Residence,2494.0,MA,-5:00
2070,2012-12-18,Boylston,140,42.3344,140 Shrewsbury St.,-71.7353,140 Shrewsbury Street Realty Trust,1505.0,MA,-5:00
2073,2016-08-06,Sacramento,Ainor,42.707,5443 Stationers Way,-71.1631,Ainor Signs Inc.,95842.0,CA,-8:00
2086,2013-11-20,Franklin,,42.707,929 Upper Union St.,-71.1631,Franklin 1,2038.0,MA,-5:00
2108,2010-11-02,,,,,,SolrenView test Site 2,,,-5:00
2115,2013-06-12,Berlin,Fite,42.3811,,-71.6375,Fite Residence - Berlin,,MA,-5:00
2124,2013-06-14,Westminster,,42.5515,95 Aubuchon Dr.,-71.9177,Aubuchon Hardware,1473.0,MA,-5:00
2126,2013-04-22,Sonoma,,38.2252,27000 Ramal Rd,-122.3788,JFW - Carneros Hills,95476.0,CA,-8:00
2134,2015-01-01,Whately,,42.707,345 Long Plain Rd.,-71.1631,Fairview Farms,1373.0,MA,-5:00
2149,2013-07-22,Boston,,42.707,20 Porter St.,-71.1631,CONRAC - Logan Airport,2128.0,MA,-5:00
2151,2013-08-06,Amesbury,Boston,42.707,110 Haverhill Rd,-71.1631,Boston North Technology Park,1903.0,MA,-5:00
2152,2013-07-02,Cherry valley (leicester),Giguere,42.2416,148 Main St.,-71.8485,"Giguere Gymnastics, Inc",1524.0,MA,-5:00
2153,2013-06-27,Douglas,Pyne,42.0881,1 Lackey Dam Rd.,-71.6955,Pyne Sand and Stone - Garage,1516.0,MA,-5:00
2164,2013-07-01,Upton,,42.1553,257 Milford St.,-71.5717,,1568.0,MA,-5:00
2170,2013-06-25,Acton,Hearn,42.707,,-71.1631,Hearn Residence,,MA,-5:00
2175,2013-11-26,Hubbardston,Hubbardston,42.707,95 Williamsville Rd.,-71.1631,Hubbardston Solar,1452.0,MA,-5:00
2177,2013-07-10,Marlborough,Mattheis,42.3459,,-71.5523,Mattheis Residence,,MA,-5:00
2178,2013-07-10,Westford,Dana,42.5793,,-71.4378,Dana Residence,,MA,-5:00
2191,2013-07-23,Mansfield,Mansfield,42.707,27 Angell St.,-71.1631,Mansfield Auto Care,2048.0,MA,-5:00
2197,2013-07-31,Hopkinton,SED,42.2187,89 Hayden Rowe St.,-71.5157,SED - Honey Hill Farms II,1748.0,MA,-5:00
2199,2013-08-02,Millbury,Service,42.2165,8 Latti Farm Rd.,-71.7749,Service Truck Tire,1527.0,MA,-5:00
2203,2016-07-23,Thousand oaks,Westlake,42.707,3043 Townsgate Rd.,-71.1631,Westlake - 3043,91361.0,CA,-8:00
2227,2013-08-15,Uxbridge,Uxbridge,42.0837,500 W. Hartford Ave.,-71.6701,Uxbridge Solar LLC 1,1569.0,MA,-5:00
2228,2013-08-15,Uxbridge,Uxbridge,42.0837,500 Hartford Avenue West,-71.6701,Uxbridge Solar LLC 2,1569.0,MA,-5:00
2229,2013-08-15,Uxbridge,Uxbridge,42.0837,500 W. Hartford Ave.,-71.6701,Uxbridge Solar LLC 3,1569.0,MA,-5:00
2230,2013-08-06,Ashby,Bastarache_Nicholson,42.6773,,-71.8187,Bastarache/Nicholson Residence,1431.0,MA,-5:00
2235,2013-08-22,Hudson,,42.3888,43 Braod St. Suite B407,-71.5644,B407,1749.0,MA,-5:00
2236,2013-08-15,Uxbridge,,42.0794,500 Hartford Avenue West,-71.678,Uxbridge Solar LLC,1569.0,MA,-5:00
2247,2013-08-30,Worcester,,42.2302,27 Halmstad St.,-71.7962,Woodrise Realty Trust,1607.0,MA,-5:00
2250,2018-09-23,Shirley,Mehserle,42.5437,,-71.6495,Mehserle Residence,,MA,-5:00
2253,2013-09-01,Grafton,Whatta,42.1993,,-71.6792,Whatta View Realty Trust,1519.0,MA,-5:00
2261,2013-09-01,Santa ana,SIESA,,300m Este y 500m Norte del Restaurante Bacchus,,SIESA,10901.0,SJ,-6:00
2263,2013-09-20,Milford,Cornerbrook,42.1405,13 Commercial Way,-71.492,Cornerbrook #3,1757.0,MA,-5:00
2273,2013-09-11,Bolton,Frey,,,,Frey Residence,1740.0,MA,-5:00
2286,2013-09-25,Hopkinton,SED,,112 Main St.,,SED - Michael Carter Lisnow Respite Center,1748.0,MA,-5:00
2289,2012-12-18,North andover,Worden,42.6871265,84 Academy Rd,-71.11403990000001,Worden Residence,1845.0,MA,-5:00
2318,2013-10-08,Shirley,Suscavage,,,,Suscavage Residence,1464.0,MA,-5:00
2319,2013-09-25,Boxford,Rivers,,,,Rivers Residence,1921.0,MA,-5:00
2330,2013-12-18,Boston,,,Harvard Way,,HBS TATA Building,2138.0,MA,-5:00
2332,2013-10-01,Bronx,JETRO_PON,,100 Oak Point Ave,,JETRO-PON 2484,10474.0,NY,-5:00
2333,2013-10-01,Bronx,JETRO,,100 Oak Point Ave,,JETRO - PON 2156,10474.0,NY,-5:00
2335,2013-10-05,Westford,Fernandes,,,,Fernandes Residence,,MA,-5:00
2354,2016-08-05,Placerville,Gold,,4040 Stage Ct.,,Gold Key Storage,95667.0,CA,-8:00
2356,2013-12-03,Cleveland,Seidman,,11100 Euclid Ave.,,Seidman Cancer Center Solar Array,44106.0,OH,-5:00
2360,2014-08-01,Lynn,,,195 Market St.,,Eastern Bank,1901.0,MA,-5:00
2371,2013-11-07,Walpole,,42.147085,455 South St.,-71.25178299999999,Harwood Engineering,2081.0,MA,-5:00
2379,2014-04-12,South hamilton,SEP,,537 Highland St.,,SEP Pingree School - Athletic,1982.0,MA,-5:00
2382,2014-12-07,Hopkinton,SEP,,146E Main St.,,SEP Faith Community Church of Hopkinton (FCCH),1748.0,MA,-5:00
2394,2013-12-27,Franklin,,42.0497377,929 Upper Union Street,-71.3943174,Franklin Phase 2 (aka KSFIVE),2093.0,MA,-5:00
2419,2013-12-05,Westport,Brown,,,,Brown Residence,2420.0,MA,-5:00
2426,2013-12-27,Acton,Zhang_Hass,,,,Zhang/Hass Residence,1720.0,MA,-5:00
2428,2013-12-05,Poultney,,43.51655,1 Brannan Circle,-73.24021,Green Mountain College,5764.0,VT,-5:00
2435,2013-12-12,East boston,Sparrow,,98R Condor Street,,Sparrow Enterprises,2228.0,MA,-5:00
2437,2015-04-21,Webster,Long,,9 Sutton Rd.,,Long Subaru,1570.0,MA,-5:00
2458,2014-07-10,Easton,,,405 Washington St.,,Stonehill College Groundmount,2334.0,MA,-5:00
2460,2013-12-18,Worcester,,,111 Randolph Rd.,,,1606.0,MA,-5:00
2473,,,Fall,,,,,,,
2474,,,Fall,,,,,,,
2475,,,Fall,,,,,,,
2476,,,Fall,,,,,,,
2481,2013-12-23,Everett,,,85 Paris St.,,Dampney Everett,2149.0,MA,-5:00
2482,2013-11-11,Bellingham,,,9 N. Main St.,,9 North Main Street LLC,2019.0,MA,-5:00
2483,2013-12-23,Worcester,,,75 Hammond St.,,PWRR Southbridge System 2,1610.0,MA,-5:00
2484,2014-01-07,Worcester,,,75 Hammond St.,,PWRR Southbridge System 1,1610.0,MA,-5:00
2485,2013-12-23,Hopkinton,SSG,,45 South St.,,SSG 45 South Street - Phase 2,1748.0,MA,-5:00
2494,2013-12-20,Bedford,FUJIFILM,42.49065,45 Crosby Drive,-71.276169,"FUJIFILM Recording Media U.S.A., Inc.",,MA,-5:00
2496,2013-12-26,Ayer,,,22 Bryan Way,,Ancom Custom Cabinets,1432.0,MA,-5:00
2499,2013-12-06,N. dartmouth,Clean,,358 Faunce Corner Rd.,,Clean Energy Service,2747.0,MA,-5:00
2500,2014-12-09,Boston,,,231 - 233 Quincy St.,,Quincy Heights - 231-233 Quincy St.,2121.0,MA,-5:00
2501,2013-12-27,Rockland,,42.13,800 Beach Street,-70.91,Rockland Landfill,2370.0,MA,-5:00
2503,2014-02-04,Worcester,,,1 South Gate Street - Pole #1,,PWRR Forgotten Yard,1610.0,MA,-5:00
2511,2014-01-05,Des moines,Iowa,,3000 East Grand Ave.,,Iowa State Fairgrounds Varied Industries Building,50317.0,IA,-6:00
2516,2013-11-30,Arlington,,,7 Central St.,,7 Central Street,2476.0,MA,-5:00
2517,2014-01-08,Fall river,,,Innovation Way,,Fall River Innovation LLC,2720.0,MA,-5:00
2520,2014-01-23,Salisbury,Old,,10 Fanaras Dr.,,Old Time Sports 2,1952.0,MA,-5:00
2529,2014-02-25,San diego,Solana,,13605 Pacific Highlands Ranch,,Solana Ranch Elementary,92130.0,CA,-8:00
2533,2014-01-14,Franklin,,,90 Hayward St.,,Classic Furniture,2038.0,MA,-5:00
2538,2017-01-01,Lawrence,,,,,Ali's(2538),2364.0,MA,-5:00
2543,,,Brimfield,,,,,,,
2545,,,Shaw_s,,,,,,,
2549,2014-02-04,Northborough,,,,,Smith Residence - Northborough,1532.0,MA,-5:00
2550,2014-01-22,Stow,Howe,,,,Howe Residence,1775.0,MA,-5:00
2555,2014-01-28,Northborough,Parsons,,35 Lyman St.,,Parsons - 35 Lyman System 1,1532.0,MA,-5:00
2556,2014-01-27,Northborough,Parsons,,35 Lyman St.,,Parsons - 35 Lyman System 2,1532.0,MA,-5:00
2557,2014-01-27,Northborough,Parsons,,35 Lyman St.,,Parsons - 35 Lyman System 3,1532.0,MA,-5:00
2558,2014-01-20,Charlton,Forrestall,,Lot 1 Bay Path Rd.,,Forrestall Charlton LLC,1507.0,MA,-5:00
2559,2013-11-01,Charlton,Flair,,5 Bay Path Rd.,,Flair One,1507.0,MA,-5:00
2574,2016-06-28,Bloomington,Bloomington,,18028 Valley Blvd.,,Bloomington - Phase 1,92316.0,CA,-8:00
2579,2014-02-06,Franklin,,,31 Hayward St.,,Moseley Corp.,2038.0,MA,-5:00
2580,2013-12-13,Andover,,,South St.,,South Street Solar LLC,1810.0,MA,-5:00
2588,2014-02-10,Concord,,,,,Schaffner Residence,1742.0,MA,-5:00
2590,2014-02-11,Easton,SED,,405 Washington St.,,SED Stonehill Barn Pole 2,2356.0,MA,-5:00
2591,2014-02-12,Waltham,,,,,Shore Residence,2451.0,MA,-5:00
2592,2014-02-18,Hopkinton,Lumber,,26 Lumber St.,,Lumber Street Auto Repair,1748.0,MA,-5:00
2600,2015-01-20,Holliston,Crestview,,147 Turner Rd.,,Crestview Condominiums,1746.0,MA,-5:00
2605,2014-05-09,Olivehurst,Naumes,,3792 Feather River Blvd.,,Naumes - Olivehurst,95961.0,CA,-8:00
2606,2014-03-28,Arlington,,,297 Broadway,,American Alarm,2474.0,MA,-5:00
2607,2014-05-08,Andover,,,15 Central St.,,15 Central Street Associates,1810.0,MA,-5:00
2608,2014-02-21,Ayer,,,50 Barnum Rd.,,JP Sullivan,1432.0,MA,-5:00
2609,2014-02-25,Merrimac,,,,,Moskal Residence,1860.0,MA,-5:00
2610,2014-02-25,Lockwood,,,67550 Lockwood-Jolon Rd.,,San Antonio School District,93932.0,CA,-8:00
2611,2014-02-17,Northborough,,,,,Fossey Residence,1532.0,MA,-5:00
2612,2014-02-25,Webster,,,,,Slota Residence,1570.0,MA,-5:00
2613,2014-02-26,Mendon,28,,28 Hastings St.,,28 Hastings - D,1756.0,MA,-5:00
2616,2014-02-26,Easton,SED,,420 Washington St.,,SED Stonehill Barn Pole 3,2357.0,MA,-5:00
2618,2014-03-04,Mendon,SEP,,15 Cape Rd.,,SEP Bethany Community Church,1756.0,MA,-5:00
2627,2016-07-26,North bend,Tanner,,45710 S.E North Bend Way,,Tanner Electric Cooperative,98045.0,WA,-8:00
2628,2014-03-30,Bellingham,Camp,,244 Maple St.,,Camp Bow Wow,2019.0,MA,-5:00
2637,2014-01-20,Salsbury,Old,,10 Fanaras Dr.,,Old Time Sports 1,1952.0,MA,-5:00
2643,2014-03-12,Needham,,,,,Golden Residence,2492.0,MA,-5:00
2648,2014-03-17,Boston,,,"Morgan Hall, Harvard University, Western Ave.",,HBS Morgan,2138.0,MA,-5:00
2649,2014-05-14,Chattanooga,,,171 Baylor School Drive,,Baylor School,37405.0,TN,-5:00
2651,2014-03-20,Stow,,,,,Sonnichsen Residence,1775.0,MA,-5:00
2652,2014-03-20,Oxford,,,,,Chalupka Residence,1540.0,MA,-5:00
2653,2014-03-20,Berlin,,,,,Tremelling Residence,1503.0,MA,-5:00
2654,2016-07-01,Hopkinton,,,26 Lumber St.,,Lumber Street Auto Repair - Phase 2,1748.0,MA,-5:00
2658,2016-07-26,Arbuckle,Chamisal,,1253 Cortina School Rd.,,Chamisal Creek,95912.0,CA,-8:00
2660,2014-03-15,Franklin,Brookdale,,860 West Central Street,,Brookdale Mill,2038.0,MA,-5:00
2661,2014-03-27,Wareham,Shurtleff,,,,Shurtleff / Levasseur Residence,2571.0,MA,-5:00
2665,2014-03-27,Bolton,,,,,Duhame Residence,1740.0,MA,-5:00
2666,2014-03-27,Lexington,,,11 Woodcliffe Road,,Khosraviani Residence,2420.0,MA,-5:00
2668,2014-03-27,Bolton,,,,,Taylor / Taylor-Kennedy Residence,1740.0,MA,-5:00
2669,2014-03-27,Wakefield,Reska,,,,Reska Residence,1880.0,MA,-5:00
2673,2014-03-30,Big bear lake,Big,,42040 Garstin Dr.,,Big Bear Lake Maintenance Yard,92315.0,CA,-8:00
2676,2014-04-01,Gainesville,,,6931 N.W. 22nd St.,,Cheshire 126kW,32653.0,FL,-5:00
2677,2014-04-06,Gainesville,,,901 N.W. 8th Ave.,,Silber 2 157.5kW,32601.0,FL,-5:00
2678,2014-04-06,Gainesville,,,14 S. Main St.,,Silber 1 84kW,32601.0,FL,-5:00
2686,2014-04-08,Quincy,SED,,67 Wendell St.,,"SED 67 Wendell St., Quincy, MA",2171.0,MA,-5:00
2687,2014-04-08,Quincy,,,162 Old Colony Ave.,,"SED 162 Old Colony Avenue, Quincy, MA",2171.0,MA,-5:00
2688,2014-04-08,Quincy,,,180 Old Colony Ave.,,"SED 180 Old Colony Avenue, Quincy, MA",2170.0,MA,-5:00
2689,2014-04-08,Gainesville,,,2500 N. Main St.,,Marchesini 157.5kW,32609.0,FL,-5:00
2690,2014-04-08,Quincy,SED,,30 Wendell St.,,"SED - 30 Wendell Street, Quincy, MA",2171.0,MA,-5:00
2696,2016-07-26,Chico,Pyle_,,3287 Dayton Rd.,,"Pyle, John",95928.0,CA,-8:00
2700,2014-04-15,Stow,,,,,Hall Residence - Stow,1775.0,MA,-5:00
2701,2014-04-15,Plainville,,,,,McCormick Residence - Plainville,2762.0,MA,-5:00
2702,2014-04-15,Stow,,,,,Clarke / Putnam Residence,1775.0,MA,-5:00
2710,2014-04-21,Ayer,,,,,Benyo Residence,1432.0,MA,-5:00
2711,2014-04-21,Stow,,,,,Glauner/McDougald Residence,1775.0,MA,-5:00
2713,2014-06-13,Wayland,,,30 Boston Post Rd.,,David Stone,1778.0,MA,-5:00
2725,2016-07-26,Sutter creek,Jarrett,,12925 Ridge Road,,Jarrett Inc.,95685.0,CA,-8:00
2727,2014-04-29,Hopkinton,,,61 Wood St.,,SEP St. Paul's Episcopal Church,1748.0,MA,-5:00
2731,2014-01-22,Salisbury,Old,,10 Fanaras Dr.,,Old Time Sports,1952.0,MA,-5:00
2744,2014-12-09,Boston,,,222 - 226 Quincy St.,,Quincy Heights - 222-226 Quincy St. Boston,2121.0,MA,-5:00
2745,2014-02-16,Conventry,,,1670 Flat River Rd.,,SED - Coventry Rhode Island Town Hall Annex,2816.0,RI,-5:00
2748,2015-03-02,Woodland,Agricultural,,685 N. Pioneer Ave.,,"Agricultural Distributing, Inc.",95776.0,CA,-8:00
2755,2014-05-13,Yonkers,,,969 Midland Ave,,Yonkers Contracting,10570.0,NY,-5:00
2768,2014-09-20,Ashland,Gois,,30 Sewell St.,,Gois Solar Two,1721.0,MA,-5:00
2799,2014-12-08,Manteca,Borges,,8350 Brady Rd.,,Borges - Pump,95337.0,CA,-8:00
2805,2014-12-09,Boston,,,223 - 227 Quincy St.,,Quincy Heights - 223-227 Quincy St. Boston,2121.0,MA,-5:00
2808,2014-05-09,Westford,,,,,Penfield Residence,1886.0,MA,-5:00
2809,,,Bausch,,,,,,,
2810,2014-06-13,Uxbridge,,,,,Nutter Residence,1569.0,MA,-5:00
2813,2014-06-01,Framingham,,,4 Tripp St.,,Holiday Manufacturing,1702.0,MA,-5:00
2819,2014-11-01,Princeton,Glen,,8020 County Road 61,,Glen Growers,95970.0,CA,-8:00
2830,,,Brimfield,,,,,,,
2846,2014-01-01,Palo alto,,,3000 Hanover St.,,Hewlett Packard - Palo Alto / JB-943387-00,94304.0,CA,-8:00
2854,2014-07-07,Arlington,,,,,Calow Residence,2474.0,MA,-5:00
2855,2015-04-03,Milford,,,111 Purchase St.,,Consigli Residence,1757.0,MA,-5:00
2856,2014-07-09,Stow,,,,,Konno Residence,1775.0,MA,-5:00
2857,2014-07-09,Stow,,,,,Way Residence,1775.0,MA,-5:00
2858,2014-07-09,Stow,,,,,Ogle Residence,1775.0,MA,-5:00
2859,2014-07-07,Boston,,,,,Bianchi Business Development LLC,,MA,-5:00
2860,2014-07-10,Rio oso,,,3558 Bear River Dr.,,Conant - Orchards,95681.0,CA,-8:00
2861,2014-07-10,Norfolk,,,,,Goreham Residence,2056.0,MA,-5:00
2879,,,RIN,,,,,,,
2883,2014-08-22,Milford,Milford,,13 Commercial Way,,Milford Industrial Solar: 6-1,1757.0,MA,-5:00
2886,2014-07-29,Bolton,,,,,Bickford Residence,1740.0,MA,-5:00
2891,2014-12-09,Boston,,,228 Quincy St.,,Quincy Heights - 228 Quincy St.,2121.0,MA,-5:00
2894,,,JFW,,,,,,,
2906,2014-08-01,Leominster,Parsons,,163 Pioneer Dr.,,Parsons - 163 Pioneer Drive,1453.0,MA,-5:00
2945,2016-03-01,Bishop,City,,980 Poleta Rd.,,City of Bishop Waste Water Treatment Plant,93514.0,CA,-8:00
2964,,,Sierra,,,,,,,
2969,2014-08-01,Lawrence,,42.707035,360 Merrimack street,-71.16311400000001,Solren Test Eng - XTM ( HALT test ),1844.0,MA,-5:00
2989,2014-09-01,Boston,,,97 Woodledge St.,,Quincy Heights - 97 Woodledge,2125.0,MA,-5:00
2991,2014-09-16,Hudson,,,,,Calandrella Residence,1749.0,MA,-5:00
2997,2014-09-15,West wareham,,,,,Andrews Residence - West Wareham,2576.0,MA,-5:00
2998,2014-09-15,Lancaster,,,,,Schexnaydre Residence,1523.0,MA,-5:00
2999,2014-09-15,Foxborough,,,,,Drayton Residence,2035.0,MA,-5:00
3001,2014-09-15,Stow,,,,,Smith Residence - Stow,1775.0,MA,-5:00
3002,2014-09-15,Acton,,,,,Ramos Residence,1720.0,MA,-5:00
3004,2014-09-16,Acton,,,,,Lonberg Residence,1720.0,MA,-5:00
3005,2014-09-19,Harvard,,,,,Murphy Residence - Harvard,1451.0,MA,-5:00
3009,2016-01-06,North easton,SED,,320 Washington St.,,SED - Sally Blair Ames Sports Complex,2356.0,MA,-5:00
3022,2014-10-01,South hamilton,Campbell,,315 Sagamore St.,,Campbell Residence - South Hamilton,1982.0,MA,-5:00
3035,2014-10-10,Washington,St_,,301 A St. SE,,St. Marks,20002.0,DC,-5:00
3053,2014-10-15,Rochester,,43.179895,1400 Goodman St. N,-77.57573199999999,,14609.0,NY,-5:00
3057,2014-10-20,Worcester,,,284 Greenwood St.,,AmeriPride,1607.0,MA,-5:00
3062,2014-10-30,Colusa,,,4373 River Rd.,,Moresco Groves,95932.0,CA,-5:00
3063,2014-10-30,Wheatland,,,15 Pleasant Grove Rd.,,Rio Oso Groves,95901.0,CA,-8:00
3076,2014-12-19,Hanover,McGee,,860 Washington St.,,McGee Toyota,2339.0,MA,-5:00
3079,2015-03-11,Plymouth,Village,,30 Golf Dr.,,,2360.0,MA,-5:00
3083,,,Flemming,,,,,,,
3086,2015-02-19,Newburyport,East,,104 Parker St.,,East Coast Welding,1950.0,MA,-5:00
3088,2015-06-19,Holliston,SED,,58C Hopping Brook Rd.,,SED Hopping Brook Community Solar Field,1746.0,MA,-5:00
3090,2015-02-01,Attleboro,Larson,,90 Olive St.,,,2703.0,MA,-5:00
3093,2016-08-10,Brewster,,,1646 Main St.,,Latham Center,2631.0,MA,-5:00
3095,2015-01-18,Oxford,Swissturn,,21 Dana Rd.,,Swissturn / USA,1540.0,MA,-5:00
3103,2014-12-12,Tyngsboro,Jenike,,400 Business Park Dr.,,,1879.0,MA,-5:00
