,site_id,activationDate,city,csv_name,latitude,line1,longitude,name,postal,state,timezone,address
191,1347,2012-03-20,San antonio,Winnco,29.5481,2 Winnco Dr.,-98.3633,Winnco,78218,TX,-6:00,"2 Winnco Dr. San antonio, TX 78218"
192,1353,2012-03-22,Spencer,Thurlow,42.244,,-71.9923,Thurlow Residence,1562,MA,-5:00," Spencer, MA 1562"
193,1356,2012-03-26,Chattanooga,,35.0485,1119 Riverfront Parkway,-85.3252,Alstom Power 56.16,37402,TN,-5:00,"1119 Riverfront Parkway Chattanooga, TN 37402"
194,1369,2012-04-06,Harvard,Quarles,42.5,,-71.5833,Quarles Residence,1451,MA,-5:00," Harvard, MA 1451"
195,1376,2012-04-20,Harvard,Besse,42.5,,-71.5833,Besse Residence,1451,MA,-5:00," Harvard, MA 1451"
196,1377,2012-08-22,Harvard,Turner,42.5,,-71.5833,Turner Residence,1451,MA,-5:00," Harvard, MA 1451"
197,1378,2013-05-15,Harvard,Broadbent,42.5,,-71.5833,Broadbent Residence,1451,MA,-5:00," Harvard, MA 1451"
198,1379,2012-07-17,Harvard,Buhner,42.5,,-71.5833,Buhner Residence,1451,MA,-5:00," Harvard, MA 1451"
199,1380,2012-06-15,Harvard,CWM,42.5,,-71.5833,CWM / TH,1451,MA,-5:00," Harvard, MA 1451"
200,1381,2012-04-25,Harvard,McAlpine,42.5,,-71.5833,McAlpine Residence,1451,MA,-5:00," Harvard, MA 1451"
201,1382,2012-05-07,Harvard,Milford,42.5,,-71.5833,Milford Residence,1451,MA,-5:00," Harvard, MA 1451"
202,1383,2012-08-03,Stow,Colarossi,42.5,,-71.5833,Colarossi Residence,1775,MA,-5:00," Stow, MA 1775"
203,1384,2012-06-29,Harvard,Poledo,42.5,,-71.5833,Poledo Residence,1451,MA,-5:00," Harvard, MA 1451"
204,1385,2012-07-25,Harvard,Warner,42.5,,-71.5833,Warner Residence,1451,MA,-5:00," Harvard, MA 1451"
205,1398,2012-04-23,Harvard,Lee,42.5,,-71.5833,Lee Residence,1451,MA,-5:00," Harvard, MA 1451"
206,1406,2012-05-08,Franklin,Acorn,42.0834,,-71.3967,Acorn Animal Hospital,2038,MA,-5:00," Franklin, MA 2038"
207,1439,2012-06-06,Lawrence,Spector,42.7069,31 Water St.,-71.1654,Spector Textile (10 Embankment),1841,MA,-5:00,"31 Water St. Lawrence, MA 1841"
208,1443,2012-06-08,Harvard,Minar,42.5,,-71.5833,Minar,1451,MA,-5:00," Harvard, MA 1451"
209,1444,2012-03-21,Lawrence,15,42.70766939999999,15 Union St.,-71.15304300000003,15 Union Street,1840,MA,-5:00,"15 Union St. Lawrence, MA 1840"
210,1459,2012-06-19,Harvard,Noble,42.5,,-71.5833,Noble Residence,1451,MA,-5:00," Harvard, MA 1451"
211,1466,2012-07-12,Waltham,,42.3697,73 Wetherbee Rd.,-71.2642,Streich Residence,2453,MA,-5:00,"73 Wetherbee Rd. Waltham, MA 2453"
212,1471,2012-07-24,Newark,,39.7131,885 New London Road,-75.7828,Hearne Residence,19711,DE,-5:00,"885 New London Road Newark, DE 19711"
213,1479,2012-08-11,Lawrence,17,42.714,17 Shepard St.,-71.1656,17 Shepard Street,1843,MA,-5:00,"17 Shepard St. Lawrence, MA 1843"
214,1509,2012-07-25,Grafton,Degrand,42.1993,,-71.6792,Degrand Residence,1519,MA,-5:00," Grafton, MA 1519"
215,1535,2012-08-03,Harvard,Dean,42.5,,-71.5833,Dean Residence,1451,MA,-5:00," Harvard, MA 1451"
216,1541,2012-08-06,Harvard,Olejarz,42.4923,,-71.6173,Olejarz,1467,MA,-5:00," Harvard, MA 1467"
217,1546,2012-08-07,Harvard,Nigzus_Triantaris,42.5,,-71.5833,Nigzus-Triantaris Residence,1451,MA,-5:00," Harvard, MA 1451"
218,1552,2012-08-08,Harvard,Dyer,42.5,,-71.5833,Dyer Residence,1451,MA,-5:00," Harvard, MA 1451"
219,1553,2012-08-08,Harvard,O_Shea,42.5303,357 Old Littleton Road,-71.5394,O'Shea,1467,MA,-5:00,"357 Old Littleton Road Harvard, MA 1467"
220,1556,2012-08-30,Princeton,,42.714,600 E. Glenn Rd.,-71.1656,Drumheller - Shop House,95970,CA,-8:00,"600 E. Glenn Rd. Princeton, CA 95970"
221,1557,2012-08-30,Princeton,,42.714,600 E. Glenn Rd.,-71.1656,Drumheller - Shop Pump,95970,CA,-8:00,"600 E. Glenn Rd. Princeton, CA 95970"
222,1562,2014-05-13,Lawrence,,42.68357990000001,11 Glenn St.,-71.1774819,Saw-Tech / JKM Industries,1843,MA,-5:00,"11 Glenn St. Lawrence, MA 1843"
223,1563,2012-11-12,Framingham,United,42.279263,721 Waverly St.,-71.416172,United Salvage (Framingham Salvage Co.),1702,MA,-5:00,"721 Waverly St. Framingham, MA 1702"
224,1564,2014-12-08,Manteca,Borges,42.707035,8350 Brady Rd.,-71.16311400000002,Borges - Hospital,95337,CA,-8:00,"8350 Brady Rd. Manteca, CA 95337"
225,1576,2012-09-04,Harvard,Chalifoux,42.5,,-71.5833,Chalifoux Residence,x,MA,-5:00," Harvard, MA x"
226,1603,2012-09-24,Concord,Willard,42.4603,185 Powder Mill Rd.,-71.3494,Willard Elementary School,1742,MA,-5:00,"185 Powder Mill Rd. Concord, MA 1742"
227,1606,2012-09-25,Harvard,Weiss,42.5,,-71.5833,Weiss Residence,1451,MA,-5:00," Harvard, MA 1451"
228,1609,2012-09-28,Gainesville,,29.6516,2650 N.E. 53rd Ave.,-82.3248,MLH 2,32609,FL,-5:00,"2650 N.E. 53rd Ave. Gainesville, FL 32609"
229,1617,2012-10-17,Cleveland,S_DLE,41.5073,10900 Euclid Ave,-81.607,S-DLE Sun Farm,44106,OH,-5:00,"10900 Euclid Ave Cleveland, OH 44106"
230,1623,2012-10-05,Gainesville,MLH,29.6516,2650 N.E. 53rd Ave.,-82.3248,MLH 1,32609,FL,-5:00,"2650 N.E. 53rd Ave. Gainesville, FL 32609"
231,1630,2012-10-17,Tewksbury,Southard,42.3762,,-71.1158,Southard Residence,1876,MA,-5:00," Tewksbury, MA 1876"
232,1635,2012-10-01,Ashby,Haines,42.6778,,-71.8208,Haines Residence,x,MA,-5:00," Ashby, MA x"
233,1636,2012-10-26,Acton,Liu,42.485,,-71.4333,Liu Residence - Acton,x,MA,-5:00," Acton, MA x"
234,1643,2012-10-24,Sterling,Menin,42.4374,,-71.7606,Menin Residence,x,MA,-5:00," Sterling, MA x"
235,1644,2012-10-24,Bolton,Ritter,42.4334,,-71.6078,Ritter Residence,x,MA,-5:00," Bolton, MA x"
236,1661,2012-12-04,Harvard,Hoffman,42.5,,-71.5833,Hoffman Residence,1451,MA,-5:00," Harvard, MA 1451"
237,1662,2012-11-28,Lunenburg,Ed,42.5945,,-71.7245,Ed Dufresne,1462,MA,-5:00," Lunenburg, MA 1462"
238,1663,2012-11-09,Acton,Gutfreund,42.485,,-71.4333,Gutfreund Residence,1720,MA,-5:00," Acton, MA 1720"
239,1664,2012-11-09,Harvard,Nickerson,42.5,,-71.5833,Nickerson Residence,1451,MA,-5:00," Harvard, MA 1451"
240,1665,2012-11-09,Acton,Kleinschmidt,42.485,,-71.4333,Kleinschmidt Residence,1720,MA,-5:00," Acton, MA 1720"
241,1683,2012-11-20,Harvard,Fay,42.5,,-71.5833,Fay Residence,1451,MA,-5:00," Harvard, MA 1451"
242,1687,2012-11-15,Hubbardston,,42.4737,,-72.0062,Bratko Residence,1452,MA,-5:00," Hubbardston, MA 1452"
243,1700,2012-11-21,North reading,Teradyne,42.53823,500-700 River Park Drive,-71.1035,Teradyne NR,1889,MA,-5:00,"500-700 River Park Drive North reading, MA 1889"
244,1701,2012-11-21,North reading,Teradyne,42.5556,600 River Park Dr.,-71.1345,Teradyne Building 600,1889,MA,-5:00,"600 River Park Dr. North reading, MA 1889"
245,1702,2012-11-21,North reading,Teradyne,42.5569,700 River Park Dr.,-71.1366,Teradyne Building 700,1889,MA,-5:00,"700 River Park Dr. North reading, MA 1889"
246,1703,2012-11-21,North reading,Teradyne,42.555,500 River Park Dr.,-71.1366,Teradyne Building 500,1889,MA,-5:00,"500 River Park Dr. North reading, MA 1889"
247,1706,2012-12-14,Acton,O_Sullivan,42.485,,-71.4333,O'Sullivan Residence,1720,MA,-5:00," Acton, MA 1720"
248,1728,2012-12-14,Shirley,,42.5437,,-71.6495,Cady Residence,1464,MA,-5:00," Shirley, MA 1464"
249,1732,2013-07-01,Franklin,,42.707,126 Grove St.,-71.1631,126 Grove Solar LLC,2038,MA,-5:00,"126 Grove St. Franklin, MA 2038"
250,1740,2016-08-04,Manteca,Prime,42.707,,-71.1631,Prime Shine Carwash - Manteca,95337,CA,-8:00," Manteca, CA 95337"
251,1745,2016-10-03,Millbury,Buck,42.707,100 Riverlin St.,-71.1631,Buck Brothers,1527,MA,-5:00,"100 Riverlin St. Millbury, MA 1527"
252,1748,2013-01-18,Marlborough,Giombetti,42.707,401 South St.,-71.1631,Giombetti Realty Trust,1752,MA,-5:00,"401 South St. Marlborough, MA 1752"
253,1751,2012-11-26,Milford,Cornerbrook,42.1405,11 Commercial Way,-71.492,Cornerbrook Hillview,1757,MA,-5:00,"11 Commercial Way Milford, MA 1757"
254,1752,2013-01-12,Milford,Cornerbrook,42.1405,12 Commercial Way,-71.492,Cornerbrook Recall,1757,MA,-5:00,"12 Commercial Way Milford, MA 1757"
255,1753,2012-12-27,Worcester,O_Connell,42.3228,269 Brooks St.,-71.8002,O'Connell 259,1606,MA,-5:00,"269 Brooks St. Worcester, MA 1606"
256,1754,2012-12-27,Worcester,O_Connell,42.3221,261 Brooks St.,-71.8,O'Connell 261,1606,MA,-5:00,"261 Brooks St. Worcester, MA 1606"
257,1755,2012-12-27,Worcester,O_Connell,42.322,255 Brooks St.,-71.8,O'Connell Fire Protection 255,1606,MA,-5:00,"255 Brooks St. Worcester, MA 1606"
258,1757,2012-11-10,Millbury,Discover,42.2183,4 Latti Farm Rd.,-71.7741,,1527,MA,-5:00,"4 Latti Farm Rd. Millbury, MA 1527"
259,1758,2013-01-17,Worcester,,42.3233,51 Pullman St.,-71.79899999999998,Four H Realty LLC,1606,MA,-5:00,"51 Pullman St. Worcester, MA 1606"
260,1759,2012-12-28,Billerica,Flint,42.5285,10 Fortune Dr.,-71.2622,Flint Corp.,1821,MA,-5:00,"10 Fortune Dr. Billerica, MA 1821"
261,1764,2013-01-03,Kingston,,41.9933,2 Sunset Road,-70.7284,Harlow 2 Sunset,2364,MA,-5:00,"2 Sunset Road Kingston, MA 2364"
262,1778,0000-00-00,Acton,Petersen,42.485,,-71.4333,Petersen Residence,1720,MA,-5:00," Acton, MA 1720"
263,1779,2013-03-30,Harvard,Donaldson,42.5,,-71.5833,Donaldson Residence,1451,MA,-5:00," Harvard, MA 1451"
264,1780,2013-06-24,Berlin,Rondeau,42.3812,,-71.637,Rondeau Residence,1503,MA,-5:00," Berlin, MA 1503"
265,1781,2013-01-09,Harvard,Harte,42.5,,-71.5833,Harte Residence,1451,MA,-5:00," Harvard, MA 1451"
266,1793,2013-01-15,Shirley,,42.536,139 Walker Rd.,-71.6139,Toshiba - Devens,1464,MA,-5:00,"139 Walker Rd. Shirley, MA 1464"
267,1797,2013-01-23,Agawam,,42.0637,365 Main St.,-72.6269,Toshiba - Agawam Landfill,1001,MA,-5:00,"365 Main St. Agawam, MA 1001"
268,1799,2013-01-23,Agawam,,42.6875,912 Shoemaker Lane,-71.1627,Toshiba - Agawam Route 57,1030,MA,-5:00,"912 Shoemaker Lane Agawam, MA 1030"
269,1819,2012-10-13,Rio oso,,38.9786,2632 Kempton Rd.,-121.5074,DeValentine,95674,CA,-8:00,"2632 Kempton Rd. Rio oso, CA 95674"
270,1821,2013-01-22,Acton,Merberg,42.485,,-71.4333,Merberg Residence,1720,MA,-5:00," Acton, MA 1720"
271,1824,2013-01-31,Colusa,,39.2143,,-122.0094,Drumheller Dryers - 40 HP,95932,CA,-8:00," Colusa, CA 95932"
272,1826,2013-01-26,Colusa,,39.2143,,-122.0094,Drumheller Dryers - 75 hp,95932,CA,-8:00," Colusa, CA 95932"
273,1830,2013-02-04,Hudson,Feil,42.3918,,-71.5662,Feil Residence,1749,MA,-5:00," Hudson, MA 1749"
274,1833,2013-02-05,Acton,K,42.485,,-71.4333,,1720,MA,-5:00," Acton, MA 1720"
275,1836,2012-11-18,Holyoke,,42.2043,,-72.6162,Toshiba - Holyoke,1040,MA,-5:00," Holyoke, MA 1040"
276,1850,2013-02-12,Marlborough,Robichaud,42.3459,,-71.5523,Robichaud Residence,1752,MA,-5:00," Marlborough, MA 1752"
277,1877,2013-02-20,Westborough,SSG,42.2695,74 Otis St.,-71.6162,SSG 74 Otis Street,1581,MA,-5:00,"74 Otis St. Westborough, MA 1581"
278,1878,2013-02-28,Richmond,St_,37.5714,6001 Grove Ave.,-77.5214,St. Catherine's School I,23226,VA,-5:00,"6001 Grove Ave. Richmond, VA 23226"
279,1881,2013-02-21,Acton,Kerpelman,42.4851,,-71.4328,Kerpelman Residence,1720,MA,-5:00," Acton, MA 1720"
280,1892,2013-02-26,Acton,Frankel,42.4851,,-71.4328,Frankel Residence - Acton,1720,MA,-5:00," Acton, MA 1720"
281,1915,2013-03-13,Harvard,Shappy,42.5,,-71.5833,Shappy Residence,x,MA,-5:00," Harvard, MA x"
282,1924,2013-03-21,Springfield,SEP,42.1015,83 Warwick St.,-72.5898,SEP - CET,1104,MA,-5:00,"83 Warwick St. Springfield, MA 1104"
283,1927,2013-03-28,Douglass,Pyne,42.707,1 Lackey Dam Rd.,-71.1631,Pyne Sand and Stone - Office,1516,MA,-5:00,"1 Lackey Dam Rd. Douglass, MA 1516"
284,1928,2013-04-05,Easthampton,Easthampton,42.2601,70 Williston St.,-72.671,Easthampton High School,1027,MA,-5:00,"70 Williston St. Easthampton, MA 1027"
285,1937,2012-12-21,Boston,,42.3584,,-71.0598,Boston Properties - Test Site,x,MA,-5:00," Boston, MA x"
286,1944,2013-04-01,San diego,Helix,32.8981,6795 Flanders Dr.,-117.2029,"Helix Electric, Inc.",92121,CA,-8:00,"6795 Flanders Dr. San diego, CA 92121"
287,1964,2013-04-18,Madison heights,New,42.5213,31101 Edward Ave,-83.1023,New Horizons Solar,48071,MI,-5:00,"31101 Edward Ave Madison heights, MI 48071"
288,1982,2013-04-18,Ashland,Gois,42.2471,30 Sewell St.,-71.4238,Gois Solar One,1721,MA,-5:00,"30 Sewell St. Ashland, MA 1721"
289,1988,2013-10-03,Grafton,,42.707,21 Follette St.,-71.1631,Grafton Water District (Kearsarge),1519,MA,-5:00,"21 Follette St. Grafton, MA 1519"
290,1990,2013-04-19,Acton,Mikkola,42.485,,-71.4333,Mikkola Residence,x,MA,-5:00," Acton, MA x"
291,1991,2013-04-19,Acton,Miles,42.485,,-71.4333,Miles Residence,x,MA,-5:00," Acton, MA x"
292,1992,2013-04-19,Shirley,Ricci,42.5437,,-71.6495,Ricci Residence,x,MA,-5:00," Shirley, MA x"
293,1993,2013-04-19,Shirley,Witherell,42.5437,,-71.6495,Witherell Residence,x,MA,-5:00," Shirley, MA x"
294,1994,2013-04-19,Shirley,Colburn_Mirkovic,42.5437,,-71.6495,Colburn/Mirkovic Residence,x,MA,-5:00," Shirley, MA x"
295,1995,2013-04-19,Shirley,Venti,42.5437,,-71.6495,Venti Residence,x,MA,-5:00," Shirley, MA x"
296,2002,2013-05-13,Woburn,New,42.5222,316 New Boston St.,-71.1488,,1801,MA,-5:00,"316 New Boston St. Woburn, MA 1801"
297,2007,2013-03-01,Farmingdale,Farmingdale,42.707,2350 Broadhollow Road,-71.1631,Farmingdale State College,11735,NY,-5:00,"2350 Broadhollow Road Farmingdale, NY 11735"
298,2010,2013-07-29,El dorado hills,Valley,42.707,1665 Blackstone Blvd.,-71.1631,Valley View School,95762,CA,-8:00,"1665 Blackstone Blvd. El dorado hills, CA 95762"
299,2014,2013-05-02,Norwell,American,42.165,1000 Cordwainer Dr.,-70.8849,American Plumbing and Heating,2061,MA,-5:00,"1000 Cordwainer Dr. Norwell, MA 2061"
300,2015,2013-05-02,Canton,SED,42.1428,142 Will Dr.,-71.1225,SED - EM Duggan,2021,MA,-5:00,"142 Will Dr. Canton, MA 2021"
301,2020,2014-12-08,Manteca,Borges,42.707,8350 Brady Rd.,-71.1631,Borges - Dairy,95337,CA,-8:00,"8350 Brady Rd. Manteca, CA 95337"
302,2026,2013-05-07,Woburn,SEP,42.5081,147 New Boston St.,-71.1438,SEP - NuPath,1801,MA,-5:00,"147 New Boston St. Woburn, MA 1801"
303,2030,2013-05-08,Hopkinton,SSG,42.2097,45 South St.,-71.5467,SSG 45 South Street - Phase 1,1748,MA,-5:00,"45 South St. Hopkinton, MA 1748"
304,2033,2013-05-13,Acton,Bradley,42.485,,-71.4333,Bradley Residence,x,MA,-5:00," Acton, MA x"
305,2034,0000-00-00,Acton,Bolte_Bein,42.485,,-71.4333,Bolte/Bein Residence,x,MA,-5:00," Acton, MA x"
306,2035,2013-05-13,Acton,Hooley,42.485,,-71.4333,Hooley Residence,x,MA,-5:00," Acton, MA x"
307,2036,2013-06-03,Acton,Pumphrey_Treister,42.485,,-71.4333,Pumphrey/Treister Residence,x,MA,-5:00," Acton, MA x"
308,2037,2013-04-30,Concord,Kramer,42.4603,,-71.3494,Kramer Residence,x,MA,-5:00," Concord, MA x"
309,2039,2013-06-03,New bedford,Riverbank,41.6673,200 Riverside Ave.,-70.9204,Riverbank Lofts LLC,2740,MA,-5:00,"200 Riverside Ave. New bedford, MA 2740"
310,2061,2013-09-04,Gardner,,42.707,202 High St.,-71.1631,202 High Street,1440,MA,-5:00,"202 High St. Gardner, MA 1440"
311,2062,2013-06-12,Swampscott,,42.4687,7 Rockland St.,-70.915,DeChillo Residence,1907,MA,-5:00,"7 Rockland St. Swampscott, MA 1907"
312,2063,2013-06-07,Needham,,42.2896,40 Tanglewood Rd.,-71.2422,Fener Residence,2494,MA,-5:00,"40 Tanglewood Rd. Needham, MA 2494"
313,2070,2012-12-18,Boylston,140,42.3344,140 Shrewsbury St.,-71.7353,140 Shrewsbury Street Realty Trust,1505,MA,-5:00,"140 Shrewsbury St. Boylston, MA 1505"
314,2073,2016-08-06,Sacramento,Ainor,42.707,5443 Stationers Way,-71.1631,Ainor Signs Inc.,95842,CA,-8:00,"5443 Stationers Way Sacramento, CA 95842"
315,2086,2013-11-20,Franklin,,42.707,929 Upper Union St.,-71.1631,Franklin 1,2038,MA,-5:00,"929 Upper Union St. Franklin, MA 2038"
316,2108,2010-11-02,,,0.0,,0.0,SolrenView test Site 2,x,,-5:00,none
317,2115,2013-06-12,Berlin,Fite,42.3811,,-71.6375,Fite Residence - Berlin,x,MA,-5:00," Berlin, MA x"
318,2124,2013-06-14,Westminster,,42.5515,95 Aubuchon Dr.,-71.9177,Aubuchon Hardware,1473,MA,-5:00,"95 Aubuchon Dr. Westminster, MA 1473"
319,2126,2013-04-22,Sonoma,,38.2252,27000 Ramal Rd,-122.3788,JFW - Carneros Hills,95476,CA,-8:00,"27000 Ramal Rd Sonoma, CA 95476"
320,2134,2015-01-01,Whately,,42.707,345 Long Plain Rd.,-71.1631,Fairview Farms,1373,MA,-5:00,"345 Long Plain Rd. Whately, MA 1373"
321,2149,2013-07-22,Boston,,42.707,20 Porter St.,-71.1631,CONRAC - Logan Airport,2128,MA,-5:00,"20 Porter St. Boston, MA 2128"
322,2151,2013-08-06,Amesbury,Boston,42.707,110 Haverhill Rd,-71.1631,Boston North Technology Park,1903,MA,-5:00,"110 Haverhill Rd Amesbury, MA 1903"
323,2152,2013-07-02,Cherry valley (leicester),Giguere,42.2416,148 Main St.,-71.8485,"Giguere Gymnastics, Inc",1524,MA,-5:00,"148 Main St. Cherry valley (leicester), MA 1524"
324,2153,2013-06-27,Douglas,Pyne,42.0881,1 Lackey Dam Rd.,-71.6955,Pyne Sand and Stone - Garage,1516,MA,-5:00,"1 Lackey Dam Rd. Douglas, MA 1516"
325,2164,2013-07-01,Upton,,42.1553,257 Milford St.,-71.5717,,1568,MA,-5:00,"257 Milford St. Upton, MA 1568"
326,2170,2013-06-25,Acton,Hearn,42.707,,-71.1631,Hearn Residence,x,MA,-5:00," Acton, MA x"
327,2175,2013-11-26,Hubbardston,Hubbardston,42.707,95 Williamsville Rd.,-71.1631,Hubbardston Solar,1452,MA,-5:00,"95 Williamsville Rd. Hubbardston, MA 1452"
328,2177,2013-07-10,Marlborough,Mattheis,42.3459,,-71.5523,Mattheis Residence,x,MA,-5:00," Marlborough, MA x"
329,2178,2013-07-10,Westford,Dana,42.5793,,-71.4378,Dana Residence,x,MA,-5:00," Westford, MA x"
330,2191,2013-07-23,Mansfield,Mansfield,42.707,27 Angell St.,-71.1631,Mansfield Auto Care,2048,MA,-5:00,"27 Angell St. Mansfield, MA 2048"
331,2197,2013-07-31,Hopkinton,SED,42.2187,89 Hayden Rowe St.,-71.5157,SED - Honey Hill Farms II,1748,MA,-5:00,"89 Hayden Rowe St. Hopkinton, MA 1748"
332,2199,2013-08-02,Millbury,Service,42.2165,8 Latti Farm Rd.,-71.7749,Service Truck Tire,1527,MA,-5:00,"8 Latti Farm Rd. Millbury, MA 1527"
333,2203,2016-07-23,Thousand oaks,Westlake,42.707,3043 Townsgate Rd.,-71.1631,Westlake - 3043,91361,CA,-8:00,"3043 Townsgate Rd. Thousand oaks, CA 91361"
334,2227,2013-08-15,Uxbridge,Uxbridge,42.0837,500 W. Hartford Ave.,-71.6701,Uxbridge Solar LLC 1,1569,MA,-5:00,"500 W. Hartford Ave. Uxbridge, MA 1569"
335,2228,2013-08-15,Uxbridge,Uxbridge,42.0837,500 Hartford Avenue West,-71.6701,Uxbridge Solar LLC 2,1569,MA,-5:00,"500 Hartford Avenue West Uxbridge, MA 1569"
336,2229,2013-08-15,Uxbridge,Uxbridge,42.0837,500 W. Hartford Ave.,-71.6701,Uxbridge Solar LLC 3,1569,MA,-5:00,"500 W. Hartford Ave. Uxbridge, MA 1569"
337,2230,2013-08-06,Ashby,Bastarache_Nicholson,42.6773,,-71.8187,Bastarache/Nicholson Residence,1431,MA,-5:00," Ashby, MA 1431"
338,2235,2013-08-22,Hudson,,42.3888,43 Braod St. Suite B407,-71.5644,B407,1749,MA,-5:00,"43 Braod St. Suite B407 Hudson, MA 1749"
339,2236,2013-08-15,Uxbridge,,42.0794,500 Hartford Avenue West,-71.678,Uxbridge Solar LLC,1569,MA,-5:00,"500 Hartford Avenue West Uxbridge, MA 1569"
340,2247,2013-08-30,Worcester,,42.2302,27 Halmstad St.,-71.7962,Woodrise Realty Trust,1607,MA,-5:00,"27 Halmstad St. Worcester, MA 1607"
341,2250,2018-09-23,Shirley,Mehserle,42.5437,,-71.6495,Mehserle Residence,x,MA,-5:00," Shirley, MA x"
342,2253,2013-09-01,Grafton,Whatta,42.1993,,-71.6792,Whatta View Realty Trust,1519,MA,-5:00," Grafton, MA 1519"
343,2261,2013-09-01,Santa ana,SIESA,9.933851299999999,300m Este y 500m Norte del Restaurante Bacchus,-84.1785198,SIESA,10901,SJ,-6:00,"300m Este y 500m Norte del Restaurante Bacchus Santa ana, SJ 10901"
344,2263,2013-09-20,Milford,Cornerbrook,42.1405,13 Commercial Way,-71.492,Cornerbrook #3,1757,MA,-5:00,"13 Commercial Way Milford, MA 1757"
345,2273,2013-09-11,Bolton,Frey,42.4352987,,-71.6080009,Frey Residence,1740,MA,-5:00," Bolton, MA 1740"
346,2286,2013-09-25,Hopkinton,SED,42.2260845,112 Main St.,-71.5285787,SED - Michael Carter Lisnow Respite Center,1748,MA,-5:00,"112 Main St. Hopkinton, MA 1748"
347,2289,2012-12-18,North andover,Worden,42.6871265,84 Academy Rd,-71.11403990000002,Worden Residence,1845,MA,-5:00,"84 Academy Rd North andover, MA 1845"
348,2318,2013-10-08,Shirley,Suscavage,42.5721628,,-71.6317359,Suscavage Residence,1464,MA,-5:00," Shirley, MA 1464"
349,2319,2013-09-25,Boxford,Rivers,42.6763235,,-71.014118,Rivers Residence,1921,MA,-5:00," Boxford, MA 1921"
350,2330,2013-12-18,Boston,,42.366723,Harvard Way,-71.1226826,HBS TATA Building,2138,MA,-5:00,"Harvard Way Boston, MA 2138"
351,2332,2013-10-01,Bronx,JETRO_PON,40.808366,100 Oak Point Ave,-73.8980958,JETRO-PON 2484,10474,NY,-5:00,"100 Oak Point Ave Bronx, NY 10474"
352,2333,2013-10-01,Bronx,JETRO,40.808366,100 Oak Point Ave,-73.8980958,JETRO - PON 2156,10474,NY,-5:00,"100 Oak Point Ave Bronx, NY 10474"
353,2335,2013-10-05,Westford,Fernandes,42.5775266,,-71.46351589999999,Fernandes Residence,x,MA,-5:00," Westford, MA x"
354,2354,2016-08-05,Placerville,Gold,38.7009182,4040 Stage Ct.,-120.8185321,Gold Key Storage,95667,CA,-8:00,"4040 Stage Ct. Placerville, CA 95667"
355,2356,2013-12-03,Cleveland,Seidman,41.5062405,11100 Euclid Ave.,-81.6053771,Seidman Cancer Center Solar Array,44106,OH,-5:00,"11100 Euclid Ave. Cleveland, OH 44106"
356,2360,2014-08-01,Lynn,,42.46097899999999,195 Market St.,-70.9475035,Eastern Bank,1901,MA,-5:00,"195 Market St. Lynn, MA 1901"
357,2371,2013-11-07,Walpole,,42.147085,455 South St.,-71.25178299999997,Harwood Engineering,2081,MA,-5:00,"455 South St. Walpole, MA 2081"
358,2379,2014-04-12,South hamilton,SEP,42.63858339999999,537 Highland St.,-70.8810259,SEP Pingree School - Athletic,1982,MA,-5:00,"537 Highland St. South hamilton, MA 1982"
359,2382,2014-12-07,Hopkinton,SEP,42.2253402,146E Main St.,-71.52928779999999,SEP Faith Community Church of Hopkinton (FCCH),1748,MA,-5:00,"146E Main St. Hopkinton, MA 1748"
360,2394,2013-12-27,Franklin,,42.0497377,929 Upper Union Street,-71.3943174,Franklin Phase 2 (aka KSFIVE),2093,MA,-5:00,"929 Upper Union Street Franklin, MA 2093"
361,2419,2013-12-05,Westport,Brown,41.5700183,,-71.0735476,Brown Residence,2420,MA,-5:00," Westport, MA 2420"
362,2426,2013-12-27,Acton,Zhang_Hass,42.4836453,,-71.4418101,Zhang/Hass Residence,1720,MA,-5:00," Acton, MA 1720"
363,2428,2013-12-05,Poultney,,43.51655,1 Brannan Circle,-73.24021,Green Mountain College,5764,VT,-5:00,"1 Brannan Circle Poultney, VT 5764"
364,2435,2013-12-12,East boston,Sparrow,42.3835288,98R Condor Street,-71.0363122,Sparrow Enterprises,2228,MA,-5:00,"98R Condor Street East boston, MA 2228"
365,2437,2015-04-21,Webster,Long,42.062725,9 Sutton Rd.,-71.8579669,Long Subaru,1570,MA,-5:00,"9 Sutton Rd. Webster, MA 1570"
366,2458,2014-07-10,Easton,,42.059104,405 Washington St.,-71.089157,Stonehill College Groundmount,2334,MA,-5:00,"405 Washington St. Easton, MA 2334"
367,2460,2013-12-18,Worcester,,42.2981144,111 Randolph Rd.,-71.7980429,,1606,MA,-5:00,"111 Randolph Rd. Worcester, MA 1606"
368,2473,,,Fall,0.0,,0.0,,x,,,none
369,2474,,,Fall,0.0,,0.0,,x,,,none
370,2475,,,Fall,0.0,,0.0,,x,,,none
371,2476,,,Fall,0.0,,0.0,,x,,,none
372,2481,2013-12-23,Everett,,42.4014797,85 Paris St.,-71.05604459999999,Dampney Everett,2149,MA,-5:00,"85 Paris St. Everett, MA 2149"
373,2482,2013-11-11,Bellingham,,42.088011,9 N. Main St.,-71.474661,9 North Main Street LLC,2019,MA,-5:00,"9 N. Main St. Bellingham, MA 2019"
374,2483,2013-12-23,Worcester,,42.2517985,75 Hammond St.,-71.8102296,PWRR Southbridge System 2,1610,MA,-5:00,"75 Hammond St. Worcester, MA 1610"
