site_id,name,activationDate,line1,city,state,postal,timezone,latitude,longitude,csv_name,size
1687,Bratko Residence,2012-11-15,,Hubbardston,MA,1452,-5:00,42.4737,-72.0062,,
1700,Teradyne NR,2012-11-21,500-700 River Park Drive,North reading,MA,1889,-5:00,42.53823,-71.1035,Teradyne,639.27
1701,Teradyne Building 600,2012-11-21,600 River Park Dr.,North reading,MA,1889,-5:00,42.5556,-71.1345,Teradyne,197.95
1702,Teradyne Building 700,2012-11-21,700 River Park Dr.,North reading,MA,1889,-5:00,42.5569,-71.1366,Teradyne,210.93
1703,Teradyne Building 500,2012-11-21,500 River Park Dr.,North reading,MA,1889,-5:00,42.555,-71.1366,Teradyne,230.4
1706,O'Sullivan Residence,2012-12-14,,Acton,MA,1720,-5:00,42.485,-71.4333,O_Sullivan,9.25
1728,Cady Residence,2012-12-14,,Shirley,MA,1464,-5:00,42.5437,-71.6495,,
1732,126 Grove Solar LLC,2013-07-01,126 Grove St.,Franklin,MA,2038,-5:00,42.707,-71.1631,,
1740,Prime Shine Carwash - Manteca,2016-08-04,,Manteca,CA,95337,-8:00,42.707,-71.1631,Prime,75.6
1745,Buck Brothers,2016-10-03,100 Riverlin St.,Millbury,MA,1527,-5:00,42.707,-71.1631,Buck,76.44
1748,Giombetti Realty Trust,2013-01-18,401 South St.,Marlborough,MA,1752,-5:00,42.707,-71.1631,Giombetti,29.4
1751,Cornerbrook Hillview,2012-11-26,11 Commercial Way,Milford,MA,1757,-5:00,42.1405,-71.492,Cornerbrook,214.87
1752,Cornerbrook Recall,2013-01-12,12 Commercial Way,Milford,MA,1757,-5:00,42.1405,-71.492,Cornerbrook,76.44
1753,O'Connell 259,2012-12-27,269 Brooks St.,Worcester,MA,1606,-5:00,42.3228,-71.8002,O_Connell,15.44
1754,O'Connell 261,2012-12-27,261 Brooks St.,Worcester,MA,1606,-5:00,42.3221,-71.8,O_Connell,22.05
1755,O'Connell Fire Protection 255,2012-12-27,255 Brooks St.,Worcester,MA,1606,-5:00,42.321999999999996,-71.8,O_Connell,15.44
1757,,2012-11-10,4 Latti Farm Rd.,Millbury,MA,1527,-5:00,42.2183,-71.7741,Discover,
1758,Four H Realty LLC,2013-01-17,51 Pullman St.,Worcester,MA,1606,-5:00,42.3233,-71.79899999999999,,54.15
1759,Flint Corp.,2012-12-28,10 Fortune Dr.,Billerica,MA,1821,-5:00,42.5285,-71.2622,Flint,82.81
1764,Harlow 2 Sunset,2013-01-03,2 Sunset Road,Kingston,MA,2364,-5:00,41.9933,-70.7284,,
1778,Petersen Residence,,,Acton,MA,1720,-5:00,42.485,-71.4333,Petersen,5.0
1779,Donaldson Residence,2013-03-30,,Harvard,MA,1451,-5:00,42.5,-71.5833,Donaldson,5.13
1780,Rondeau Residence,2013-06-24,,Berlin,MA,1503,-5:00,42.3812,-71.637,Rondeau,6.08
1781,Harte Residence,2013-01-09,,Harvard,MA,1451,-5:00,42.5,-71.5833,Harte,7.98
1793,Toshiba - Devens,2013-01-15,139 Walker Rd.,Shirley,MA,1464,-5:00,42.536,-71.6139,,
1797,Toshiba - Agawam Landfill,2013-01-23,365 Main St.,Agawam,MA,1001,-5:00,42.0637,-72.6269,,
1799,Toshiba - Agawam Route 57,2013-01-23,912 Shoemaker Lane,Agawam,MA,1030,-5:00,42.6875,-71.1627,,
1819,DeValentine,2012-10-13,2632 Kempton Rd.,Rio oso,CA,95674,-8:00,38.9786,-121.5074,,
1821,Merberg Residence,2013-01-22,,Acton,MA,1720,-5:00,42.485,-71.4333,Merberg,6.0
1824,Drumheller Dryers - 40 HP,2013-01-31,,Colusa,CA,95932,-8:00,39.2143,-122.0094,,
1826,Drumheller Dryers - 75 hp,2013-01-26,,Colusa,CA,95932,-8:00,39.2143,-122.0094,,
1830,Feil Residence,2013-02-04,,Hudson,MA,1749,-5:00,42.3918,-71.5662,Feil,6.27
1833,,2013-02-05,,Acton,MA,1720,-5:00,42.485,-71.4333,K,5.0
1836,Toshiba - Holyoke,2012-11-18,,Holyoke,MA,1040,-5:00,42.2043,-72.6162,,
1850,Robichaud Residence,2013-02-12,,Marlborough,MA,1752,-5:00,42.3459,-71.5523,Robichaud,8.25
1877,SSG 74 Otis Street,2013-02-20,74 Otis St.,Westborough,MA,1581,-5:00,42.2695,-71.6162,SSG,82.0
1878,St. Catherine's School I,2013-02-28,6001 Grove Ave.,Richmond,VA,23226,-5:00,37.5714,-77.5214,St_,50.0
1881,Kerpelman Residence,2013-02-21,,Acton,MA,1720,-5:00,42.4851,-71.4328,Kerpelman,5.0
1892,Frankel Residence - Acton,2013-02-26,,Acton,MA,1720,-5:00,42.4851,-71.4328,Frankel,4.5
1915,Shappy Residence,2013-03-13,,Harvard,MA,,-5:00,42.5,-71.5833,Shappy,30.4
1924,SEP - CET,2013-03-21,83 Warwick St.,Springfield,MA,1104,-5:00,42.1015,-72.5898,SEP,
1927,Pyne Sand and Stone - Office,2013-03-28,1 Lackey Dam Rd.,Douglass,MA,1516,-5:00,42.707,-71.1631,Pyne,
1928,Easthampton High School,2013-04-05,70 Williston St.,Easthampton,MA,1027,-5:00,42.2601,-72.671,Easthampton,114.24
1937,Boston Properties - Test Site,2012-12-21,,Boston,MA,,-5:00,42.3584,-71.0598,,
1944,"Helix Electric, Inc.",2013-04-01,6795 Flanders Dr.,San diego,CA,92121,-8:00,32.8981,-117.2029,Helix,
1964,New Horizons Solar,2013-04-18,31101 Edward Ave,Madison heights,MI,48071,-5:00,42.5213,-83.1023,New,123.84
1982,Gois Solar One,2013-04-18,30 Sewell St.,Ashland,MA,1721,-5:00,42.2471,-71.4238,Gois,993.08
1988,Grafton Water District (Kearsarge),2013-10-03,21 Follette St.,Grafton,MA,1519,-5:00,42.707,-71.1631,,
1990,Mikkola Residence,2013-04-19,,Acton,MA,,-5:00,42.485,-71.4333,Mikkola,4.41
1991,Miles Residence,2013-04-19,,Acton,MA,,-5:00,42.485,-71.4333,Miles,0.58
1992,Ricci Residence,2013-04-19,,Shirley,MA,,-5:00,42.5437,-71.6495,Ricci,4.41
1993,Witherell Residence,2013-04-19,,Shirley,MA,,-5:00,42.5437,-71.6495,Witherell,6.63
1994,Colburn/Mirkovic Residence,2013-04-19,,Shirley,MA,,-5:00,42.5437,-71.6495,Colburn_Mirkovic,4.5
1995,Venti Residence,2013-04-19,,Shirley,MA,,-5:00,42.5437,-71.6495,Venti,4.66
2002,,2013-05-13,316 New Boston St.,Woburn,MA,1801,-5:00,42.5222,-71.1488,New,534.0
2007,Farmingdale State College,2013-03-01,2350 Broadhollow Road,Farmingdale,NY,11735,-5:00,42.707,-71.1631,Farmingdale,94.08
2010,Valley View School,2013-07-29,1665 Blackstone Blvd.,El dorado hills,CA,95762,-8:00,42.707,-71.1631,Valley,181.44
2014,American Plumbing and Heating,2013-05-02,1000 Cordwainer Dr.,Norwell,MA,2061,-5:00,42.165,-70.8849,American,217.14
2015,SED - EM Duggan,2013-05-02,142 Will Dr.,Canton,MA,2021,-5:00,42.1428,-71.1225,SED,240.5
2020,Borges - Dairy,2014-12-08,8350 Brady Rd.,Manteca,CA,95337,-8:00,42.707,-71.1631,Borges,
2026,SEP - NuPath,2013-05-07,147 New Boston St.,Woburn,MA,1801,-5:00,42.5081,-71.1438,SEP,73.26
2030,SSG 45 South Street - Phase 1,2013-05-08,45 South St.,Hopkinton,MA,1748,-5:00,42.2097,-71.5467,SSG,221.0
2033,Bradley Residence,2013-05-13,,Acton,MA,,-5:00,42.485,-71.4333,Bradley,3.92
2034,Bolte/Bein Residence,,,Acton,MA,,-5:00,42.485,-71.4333,Bolte_Bein,3.92
2035,Hooley Residence,2013-05-13,,Acton,MA,,-5:00,42.485,-71.4333,Hooley,5.39
2036,Pumphrey/Treister Residence,2013-06-03,,Acton,MA,,-5:00,42.485,-71.4333,Pumphrey_Treister,10.29
2037,Kramer Residence,2013-04-30,,Concord,MA,,-5:00,42.4603,-71.3494,Kramer,6.54
2039,Riverbank Lofts LLC,2013-06-03,200 Riverside Ave.,New bedford,MA,2740,-5:00,41.6673,-70.9204,Riverbank,259.6
2061,202 High Street,2013-09-04,202 High St.,Gardner,MA,1440,-5:00,42.707,-71.1631,,
2062,DeChillo Residence,2013-06-12,7 Rockland St.,Swampscott,MA,1907,-5:00,42.4687,-70.915,,5.57
2063,Fener Residence,2013-06-07,40 Tanglewood Rd.,Needham,MA,2494,-5:00,42.2896,-71.2422,,
2070,140 Shrewsbury Street Realty Trust,2012-12-18,140 Shrewsbury St.,Boylston,MA,1505,-5:00,42.3344,-71.7353,140,60.0
2073,Ainor Signs Inc.,2016-08-06,5443 Stationers Way,Sacramento,CA,95842,-8:00,42.707,-71.1631,Ainor,50.4
2086,Franklin 1,2013-11-20,929 Upper Union St.,Franklin,MA,2038,-5:00,42.707,-71.1631,,
2108,SolrenView test Site 2,2010-11-02,,,,,-5:00,,,,
2115,Fite Residence - Berlin,2013-06-12,,Berlin,MA,,-5:00,42.3811,-71.6375,Fite,9.81
2124,Aubuchon Hardware,2013-06-14,95 Aubuchon Dr.,Westminster,MA,1473,-5:00,42.5515,-71.9177,,
2126,JFW - Carneros Hills,2013-04-22,27000 Ramal Rd,Sonoma,CA,95476,-8:00,38.2252,-122.3788,,
2134,Fairview Farms,2015-01-01,345 Long Plain Rd.,Whately,MA,1373,-5:00,42.707,-71.1631,,
2149,CONRAC - Logan Airport,2013-07-22,20 Porter St.,Boston,MA,2128,-5:00,42.707,-71.1631,,
2151,Boston North Technology Park,2013-08-06,110 Haverhill Rd,Amesbury,MA,1903,-5:00,42.707,-71.1631,Boston,325.0
2152,"Giguere Gymnastics, Inc",2013-07-02,148 Main St.,Cherry valley (leicester),MA,1524,-5:00,42.2416,-71.8485,Giguere,74.75
2153,Pyne Sand and Stone - Garage,2013-06-27,1 Lackey Dam Rd.,Douglas,MA,1516,-5:00,42.0881,-71.6955,Pyne,
2164,,2013-07-01,257 Milford St.,Upton,MA,1568,-5:00,42.1553,-71.5717,,
2170,Hearn Residence,2013-06-25,,Acton,MA,,-5:00,42.707,-71.1631,Hearn,
2175,Hubbardston Solar,2013-11-26,95 Williamsville Rd.,Hubbardston,MA,1452,-5:00,42.707,-71.1631,Hubbardston,2540.12
2177,Mattheis Residence,2013-07-10,,Marlborough,MA,,-5:00,42.3459,-71.5523,Mattheis,8.5
2178,Dana Residence,2013-07-10,,Westford,MA,,-5:00,42.5793,-71.4378,Dana,6.54
2191,Mansfield Auto Care,2013-07-23,27 Angell St.,Mansfield,MA,2048,-5:00,42.707,-71.1631,Mansfield,11.76
2197,SED - Honey Hill Farms II,2013-07-31,89 Hayden Rowe St.,Hopkinton,MA,1748,-5:00,42.2187,-71.5157,SED,48.38
2199,Service Truck Tire,2013-08-02,8 Latti Farm Rd.,Millbury,MA,1527,-5:00,42.2165,-71.7749,Service,324.87
2203,Westlake - 3043,2016-07-23,3043 Townsgate Rd.,Thousand oaks,CA,91361,-8:00,42.707,-71.1631,Westlake,168.48
2227,Uxbridge Solar LLC 1,2013-08-15,500 W. Hartford Ave.,Uxbridge,MA,1569,-5:00,42.0837,-71.6701,Uxbridge,1209.6
2228,Uxbridge Solar LLC 2,2013-08-15,500 Hartford Avenue West,Uxbridge,MA,1569,-5:00,42.0837,-71.6701,Uxbridge,1209.6
2229,Uxbridge Solar LLC 3,2013-08-15,500 W. Hartford Ave.,Uxbridge,MA,1569,-5:00,42.0837,-71.6701,Uxbridge,1209.6
2230,Bastarache/Nicholson Residence,2013-08-06,,Ashby,MA,1431,-5:00,42.6773,-71.8187,Bastarache_Nicholson,7.85
2235,B407,2013-08-22,43 Braod St. Suite B407,Hudson,MA,1749,-5:00,42.3888,-71.5644,,0.93
2236,Uxbridge Solar LLC,2013-08-15,500 Hartford Avenue West,Uxbridge,MA,1569,-5:00,42.0794,-71.678,,3628.8
2247,Woodrise Realty Trust,2013-08-30,27 Halmstad St.,Worcester,MA,1607,-5:00,42.2302,-71.7962,,20.16
2250,Mehserle Residence,2018-09-23,,Shirley,MA,,-5:00,42.5437,-71.6495,Mehserle,4.5
2253,Whatta View Realty Trust,2013-09-01,,Grafton,MA,1519,-5:00,42.1993,-71.6792,Whatta,
2261,SIESA,2013-09-01,300m Este y 500m Norte del Restaurante Bacchus,Santa ana,SJ,10901,-6:00,9.9338513,-84.1785198,SIESA,
2263,Cornerbrook #3,2013-09-20,13 Commercial Way,Milford,MA,1757,-5:00,42.1405,-71.492,Cornerbrook,
2273,Frey Residence,2013-09-11,,Bolton,MA,1740,-5:00,42.435298700000004,-71.60800090000001,Frey,11.04
2286,SED - Michael Carter Lisnow Respite Center,2013-09-25,112 Main St.,Hopkinton,MA,1748,-5:00,42.2260845,-71.5285787,SED,
2289,Worden Residence,2012-12-18,84 Academy Rd,North andover,MA,1845,-5:00,42.6871265,-71.11403990000001,Worden,
2318,Suscavage Residence,2013-10-08,,Shirley,MA,1464,-5:00,42.572162799999994,-71.63173590000001,Suscavage,7.35
2319,Rivers Residence,2013-09-25,,Boxford,MA,1921,-5:00,42.676323499999995,-71.01411800000001,Rivers,6.9
2330,HBS TATA Building,2013-12-18,Harvard Way,Boston,MA,2138,-5:00,42.366723,-71.12268259999999,,
2332,JETRO-PON 2484,2013-10-01,100 Oak Point Ave,Bronx,NY,10474,-5:00,40.808366,-73.8980958,JETRO_PON,902.52
2333,JETRO - PON 2156,2013-10-01,100 Oak Point Ave,Bronx,NY,10474,-5:00,40.808366,-73.8980958,JETRO,654.0
2335,Fernandes Residence,2013-10-05,,Westford,MA,,-5:00,42.5775266,-71.4635159,Fernandes,9.66
2354,Gold Key Storage,2016-08-05,4040 Stage Ct.,Placerville,CA,95667,-8:00,38.700918200000004,-120.8185321,Gold,
2356,Seidman Cancer Center Solar Array,2013-12-03,11100 Euclid Ave.,Cleveland,OH,44106,-5:00,41.506240500000004,-81.6053771,Seidman,
2360,Eastern Bank,2014-08-01,195 Market St.,Lynn,MA,1901,-5:00,42.460978999999995,-70.9475035,,
2371,Harwood Engineering,2013-11-07,455 South St.,Walpole,MA,2081,-5:00,42.147085,-71.25178299999999,,56.05
2379,SEP Pingree School - Athletic,2014-04-12,537 Highland St.,South hamilton,MA,1982,-5:00,42.638583399999995,-70.88102590000001,SEP,
2382,SEP Faith Community Church of Hopkinton (FCCH),2014-12-07,146E Main St.,Hopkinton,MA,1748,-5:00,42.2253402,-71.5292878,SEP,
2394,Franklin Phase 2 (aka KSFIVE),2013-12-27,929 Upper Union Street,Franklin,MA,2093,-5:00,42.0497377,-71.3943174,,
2419,Brown Residence,2013-12-05,,Westport,MA,2420,-5:00,41.570018299999994,-71.0735476,Brown,6.21
2426,Zhang/Hass Residence,2013-12-27,,Acton,MA,1720,-5:00,42.4836453,-71.4418101,Zhang_Hass,
2428,Green Mountain College,2013-12-05,1 Brannan Circle,Poultney,VT,5764,-5:00,43.51655,-73.24021,,
2435,Sparrow Enterprises,2013-12-12,98R Condor Street,East boston,MA,2228,-5:00,42.38352879999999,-71.0363122,Sparrow,
2437,Long Subaru,2015-04-21,9 Sutton Rd.,Webster,MA,1570,-5:00,42.062725,-71.85796690000001,Long,72.6
2458,Stonehill College Groundmount,2014-07-10,405 Washington St.,Easton,MA,2334,-5:00,42.059104,-71.089157,,
2460,,2013-12-18,111 Randolph Rd.,Worcester,MA,1606,-5:00,42.298114399999996,-71.7980429,,
2473,,,,,,,,,,Fall,1259.06
2474,,,,,,,,,,Fall,
2475,,,,,,,,,,Fall,
2476,,,,,,,,,,Fall,126.56
2481,Dampney Everett,2013-12-23,85 Paris St.,Everett,MA,2149,-5:00,42.4014797,-71.05604459999999,,
2482,9 North Main Street LLC,2013-11-11,9 N. Main St.,Bellingham,MA,2019,-5:00,42.088011,-71.474661,,
2483,PWRR Southbridge System 2,2013-12-23,75 Hammond St.,Worcester,MA,1610,-5:00,42.2517985,-71.8102296,,
2484,PWRR Southbridge System 1,2014-01-07,75 Hammond St.,Worcester,MA,1610,-5:00,42.2517985,-71.8102296,,
2485,SSG 45 South Street - Phase 2,2013-12-23,45 South St.,Hopkinton,MA,1748,-5:00,42.209715,-71.54668000000001,SSG,97.5
2494,"FUJIFILM Recording Media U.S.A., Inc.",2013-12-20,45 Crosby Drive,Bedford,MA,,-5:00,42.49065,-71.276169,FUJIFILM,570.35
2496,Ancom Custom Cabinets,2013-12-26,22 Bryan Way,Ayer,MA,1432,-5:00,42.5666055,-71.5326427,,
2499,Clean Energy Service,2013-12-06,358 Faunce Corner Rd.,N. dartmouth,MA,2747,-5:00,41.6629124,-70.99125500000001,Clean,259.44
2500,Quincy Heights - 231-233 Quincy St.,2014-12-09,231 - 233 Quincy St.,Boston,MA,2121,-5:00,42.312259999999995,-71.0736499,,
2501,Rockland Landfill,2013-12-27,800 Beach Street,Rockland,MA,2370,-5:00,42.13,-70.91,,
2503,PWRR Forgotten Yard,2014-02-04,1 South Gate Street - Pole #1,Worcester,MA,1610,-5:00,42.248597499999995,-71.81039809999999,,
2511,Iowa State Fairgrounds Varied Industries Building,2014-01-05,3000 East Grand Ave.,Des moines,IA,50317,-6:00,41.59519829999999,-93.5509306,Iowa,62.99
2516,7 Central Street,2013-11-30,7 Central St.,Arlington,MA,2476,-5:00,42.416624600000006,-71.1562238,,
2517,Fall River Innovation LLC,2014-01-08,Innovation Way,Fall river,MA,2720,-5:00,41.7558215,-71.0962907,,
2520,Old Time Sports 2,2014-01-23,10 Fanaras Dr.,Salisbury,MA,1952,-5:00,42.856384999999996,-70.887891,Old,
2529,Solana Ranch Elementary,2014-02-25,13605 Pacific Highlands Ranch,San diego,CA,92130,-8:00,32.9637053,-117.19558549999999,Solana,
2533,Classic Furniture,2014-01-14,90 Hayward St.,Franklin,MA,2038,-5:00,42.0845945,-71.4098057,,
2538,Ali's(2538),2017-01-01,,Lawrence,MA,2364,-5:00,42.7070354,-71.1631137,,
2543,,,,,,,,,,Brimfield,4000.55
2545,,,,,,,,,,Shaw_s,
2549,Smith Residence - Northborough,2014-02-04,,Northborough,MA,1532,-5:00,42.31979329999999,-71.6423322,,5.23
2550,Howe Residence,2014-01-22,,Stow,MA,1775,-5:00,42.4195323,-71.51304449999999,Howe,9.05
2555,Parsons - 35 Lyman System 1,2014-01-28,35 Lyman St.,Northborough,MA,1532,-5:00,42.3180105,-71.61189499999999,Parsons,
2556,Parsons - 35 Lyman System 2,2014-01-27,35 Lyman St.,Northborough,MA,1532,-5:00,42.3180105,-71.61189499999999,Parsons,
2557,Parsons - 35 Lyman System 3,2014-01-27,35 Lyman St.,Northborough,MA,1532,-5:00,42.3180105,-71.61189499999999,Parsons,
2558,Forrestall Charlton LLC,2014-01-20,Lot 1 Bay Path Rd.,Charlton,MA,1507,-5:00,42.148428700000004,-71.9242395,Forrestall,997.7
2559,Flair One,2013-11-01,5 Bay Path Rd.,Charlton,MA,1507,-5:00,42.1486198,-71.9238186,Flair,
2574,Bloomington - Phase 1,2016-06-28,18028 Valley Blvd.,Bloomington,CA,92316,-8:00,34.0708746,-117.41100729999998,Bloomington,37.44
2579,Moseley Corp.,2014-02-06,31 Hayward St.,Franklin,MA,2038,-5:00,42.08283529999999,-71.4104551,,
2580,South Street Solar LLC,2013-12-13,South St.,Andover,MA,1810,-5:00,42.601715500000005,-71.17981040000001,,
2588,Schaffner Residence,2014-02-10,,Concord,MA,1742,-5:00,42.452718700000005,-71.37056159999999,,8.18
2590,SED Stonehill Barn Pole 2,2014-02-11,405 Washington St.,Easton,MA,2356,-5:00,42.059104,-71.089157,SED,
2591,Shore Residence,2014-02-12,,Waltham,MA,2451,-5:00,42.3971065,-71.25989969999999,,6.87
2592,Lumber Street Auto Repair,2014-02-18,26 Lumber St.,Hopkinton,MA,1748,-5:00,42.212978,-71.5425821,Lumber,
2600,Crestview Condominiums,2015-01-20,147 Turner Rd.,Holliston,MA,1746,-5:00,42.231766,-71.4343427,Crestview,
2605,Naumes - Olivehurst,2014-05-09,3792 Feather River Blvd.,Olivehurst,CA,95961,-8:00,39.0637964,-121.5808139,Naumes,
2606,American Alarm,2014-03-28,297 Broadway,Arlington,MA,2474,-5:00,42.414215999999996,-71.1491452,,23.5
2607,15 Central Street Associates,2014-05-08,15 Central St.,Andover,MA,1810,-5:00,42.655846600000004,-71.1417404,,
2608,JP Sullivan,2014-02-21,50 Barnum Rd.,Ayer,MA,1432,-5:00,42.551187899999995,-71.57502420000002,,
2609,Moskal Residence,2014-02-25,,Merrimac,MA,1860,-5:00,42.83405820000001,-71.00055090000001,,9.5
2610,San Antonio School District,2014-02-25,67550 Lockwood-Jolon Rd.,Lockwood,CA,93932,-8:00,35.943377000000005,-121.083262,,
2611,Fossey Residence,2014-02-17,,Northborough,MA,1532,-5:00,42.31979329999999,-71.6423322,,
2612,Slota Residence,2014-02-25,,Webster,MA,1570,-5:00,42.0542919,-71.845274,,5.23
2613,28 Hastings - D,2014-02-26,28 Hastings St.,Mendon,MA,1756,-5:00,42.103126,-71.556438,28,109.76
2616,SED Stonehill Barn Pole 3,2014-02-26,420 Washington St.,Easton,MA,2357,-5:00,42.0583093,-71.0865679,SED,
2618,SEP Bethany Community Church,2014-03-04,15 Cape Rd.,Mendon,MA,1756,-5:00,42.100260999999996,-71.5043728,SEP,
2627,Tanner Electric Cooperative,2016-07-26,45710 S.E North Bend Way,North bend,WA,98045,-8:00,47.4709566,-121.7302706,Tanner,
2628,Camp Bow Wow,2014-03-30,244 Maple St.,Bellingham,MA,2019,-5:00,42.101003600000006,-71.4474222,Camp,61.74
2637,Old Time Sports 1,2014-01-20,10 Fanaras Dr.,Salsbury,MA,1952,-5:00,42.856384999999996,-70.887891,Old,
2643,Golden Residence,2014-03-12,,Needham,MA,2492,-5:00,42.2748016,-71.2458436,,
2648,HBS Morgan,2014-03-17,"Morgan Hall, Harvard University, Western Ave.",Boston,MA,2138,-5:00,42.365514700000006,-71.1221412,,
2649,Baylor School,2014-05-14,171 Baylor School Drive,Chattanooga,TN,37405,-5:00,35.0863538,-85.3376483,,
2651,Sonnichsen Residence,2014-03-20,,Stow,MA,1775,-5:00,42.4195323,-71.51304449999999,,
2652,Chalupka Residence,2014-03-20,,Oxford,MA,1540,-5:00,42.1170386,-71.8647212,,11.77
2653,Tremelling Residence,2014-03-20,,Berlin,MA,1503,-5:00,42.3821508,-71.63173590000001,,14.72
2654,Lumber Street Auto Repair - Phase 2,2016-07-01,26 Lumber St.,Hopkinton,MA,1748,-5:00,42.212978,-71.5425821,,
2658,Chamisal Creek,2016-07-26,1253 Cortina School Rd.,Arbuckle,CA,95912,-8:00,39.03416179999999,-122.1537439,Chamisal,658.44
2660,Brookdale Mill,2014-03-15,860 West Central Street,Franklin,MA,2038,-5:00,42.0902946,-71.4329512,Brookdale,
2661,Shurtleff / Levasseur Residence,2014-03-27,,Wareham,MA,2571,-5:00,41.766258,-70.704952,Shurtleff,12.75
2665,Duhame Residence,2014-03-27,,Bolton,MA,1740,-5:00,42.435298700000004,-71.60800090000001,,5.89
2666,Khosraviani Residence,2014-03-27,11 Woodcliffe Road,Lexington,MA,2420,-5:00,42.427012100000006,-71.24452109999999,,5.89
2668,Taylor / Taylor-Kennedy Residence,2014-03-27,,Bolton,MA,1740,-5:00,42.435298700000004,-71.60800090000001,,4.02
2669,Reska Residence,2014-03-27,,Wakefield,MA,1880,-5:00,42.5039395,-71.0723391,Reska,9.81
2673,Big Bear Lake Maintenance Yard,2014-03-30,42040 Garstin Dr.,Big bear lake,CA,92315,-8:00,34.2453091,-116.8848457,Big,
2676,Cheshire 126kW,2014-04-01,6931 N.W. 22nd St.,Gainesville,FL,32653,-5:00,29.718296999999996,-82.353657,,
2677,Silber 2 157.5kW,2014-04-06,901 N.W. 8th Ave.,Gainesville,FL,32601,-5:00,29.658868599999998,-82.3345918,,
2678,Silber 1 84kW,2014-04-06,14 S. Main St.,Gainesville,FL,32601,-5:00,29.651418,-82.325462,,
2686,"SED 67 Wendell St., Quincy, MA",2014-04-08,67 Wendell St.,Quincy,MA,2171,-5:00,42.299108600000004,-71.0111463,SED,
2687,"SED 162 Old Colony Avenue, Quincy, MA",2014-04-08,162 Old Colony Ave.,Quincy,MA,2171,-5:00,42.2616336,-71.0138863,,
2688,"SED 180 Old Colony Avenue, Quincy, MA",2014-04-08,180 Old Colony Ave.,Quincy,MA,2170,-5:00,42.260821899999996,-71.0133157,,77.5
2689,Marchesini 157.5kW,2014-04-08,2500 N. Main St.,Gainesville,FL,32609,-5:00,29.6758011,-82.3222823,,
2690,"SED - 30 Wendell Street, Quincy, MA",2014-04-08,30 Wendell St.,Quincy,MA,2171,-5:00,42.2720992,-71.010593,SED,
2696,"Pyle, John",2016-07-26,3287 Dayton Rd.,Chico,CA,95928,-8:00,39.661114000000005,-121.85938,Pyle_,11.52
2700,Hall Residence - Stow,2014-04-15,,Stow,MA,1775,-5:00,42.4195323,-71.51304449999999,,10.35
2701,McCormick Residence - Plainville,2014-04-15,,Plainville,MA,2762,-5:00,42.0101231,-71.34680909999999,,
2702,Clarke / Putnam Residence,2014-04-15,,Stow,MA,1775,-5:00,42.4195323,-71.51304449999999,,3.92
2710,Benyo Residence,2014-04-21,,Ayer,MA,1432,-5:00,42.56035870000001,-71.560526,,10.05
2711,Glauner/McDougald Residence,2014-04-21,,Stow,MA,1775,-5:00,42.4195323,-71.51304449999999,,7.65
2713,David Stone,2014-06-13,30 Boston Post Rd.,Wayland,MA,1778,-5:00,42.3618441,-71.3336795,,
2725,Jarrett Inc.,2016-07-26,12925 Ridge Road,Sutter creek,CA,95685,-8:00,38.385754999999996,-120.78876299999999,Jarrett,
2727,SEP St. Paul's Episcopal Church,2014-04-29,61 Wood St.,Hopkinton,MA,1748,-5:00,42.2273972,-71.5398145,,
2731,Old Time Sports,2014-01-22,10 Fanaras Dr.,Salisbury,MA,1952,-5:00,42.856384999999996,-70.887891,Old,178.2
2744,Quincy Heights - 222-226 Quincy St. Boston,2014-12-09,222 - 226 Quincy St.,Boston,MA,2121,-5:00,42.3122183,-71.0738901,,
2745,SED - Coventry Rhode Island Town Hall Annex,2014-02-16,1670 Flat River Rd.,Conventry,RI,2816,-5:00,41.7006287,-71.5926422,,
2748,"Agricultural Distributing, Inc.",2015-03-02,685 N. Pioneer Ave.,Woodland,CA,95776,-8:00,38.6980679,-121.74668700000001,Agricultural,133.2
2755,Yonkers Contracting,2014-05-13,969 Midland Ave,Yonkers,NY,10570,-5:00,40.9359383,-73.857941,,
2768,Gois Solar Two,2014-09-20,30 Sewell St.,Ashland,MA,1721,-5:00,42.24711,-71.42383000000001,Gois,750.2
2799,Borges - Pump,2014-12-08,8350 Brady Rd.,Manteca,CA,95337,-8:00,37.726649,-121.204347,Borges,
2805,Quincy Heights - 223-227 Quincy St. Boston,2014-12-09,223 - 227 Quincy St.,Boston,MA,2121,-5:00,42.312304100000006,-71.0738145,,
2808,Penfield Residence,2014-05-09,,Westford,MA,1886,-5:00,42.5899487,-71.4536835,,
2809,,,,,,,,,,Bausch,
2810,Nutter Residence,2014-06-13,,Uxbridge,MA,1569,-5:00,42.0499476,-71.6436028,,
2813,Holiday Manufacturing,2014-06-01,4 Tripp St.,Framingham,MA,1702,-5:00,42.269591399999996,-71.4124497,,
2819,Glen Growers,2014-11-01,8020 County Road 61,Princeton,CA,95970,-8:00,39.4620356,-122.02178049999999,Glen,
2830,,,,,,,,,,Brimfield,2035.69
2846,Hewlett Packard - Palo Alto / JB-943387-00,2014-01-01,3000 Hanover St.,Palo alto,CA,94304,-8:00,37.414637899999995,-122.14592900000001,,
2854,Calow Residence,2014-07-07,,Arlington,MA,2474,-5:00,42.4232158,-71.1537637,,10.46
2855,Consigli Residence,2015-04-03,111 Purchase St.,Milford,MA,1757,-5:00,42.15743320000001,-71.5239417,,7.56
